chrom,chromStart,chromEnd,strand,GM12878,lifted
chr4,144845310,144845566,+,0,False
chr4,149815826,149816082,-,0,False
chr4,152100848,152101104,+,0,False
chr4,154585727,154585983,-,0,False
chr4,154585809,154586065,-,0,False
chr4,154585930,154586186,-,0,False
chr4,154611872,154612128,-,0,False
chr4,157075817,157076073,+,0,False
chr4,158170607,158170863,+,0,False
chr4,158521471,158521727,+,0,False
chr4,159228028,159228284,+,0,False
chr4,163343622,163343878,+,0,False
chr4,165873122,165873378,+,0,False
chr4,165873157,165873413,+,0,False
chr4,165874580,165874836,+,0,False
chr4,168496816,168497072,+,0,False
chr4,168511773,168512029,+,0,False
chr4,168631502,168631758,+,0,False
chr4,173530268,173530524,+,0,False
chr4,174522233,174522489,-,0,False
chr4,174522297,174522553,-,0,False
chr4,174522315,174522571,-,0,False
chr4,174522381,174522637,-,0,False
chr4,174522391,174522647,-,0,False
chr4,174522421,174522677,-,0,False
chr4,174522578,174522834,-,0,False
chr4,174522608,174522864,-,0,False
chr4,182243136,182243392,+,0,False
chr4,183483107,183483363,+,0,False
chr4,183683622,183683878,+,0,False
chr4,184898923,184899179,-,0,False
chr4,185182504,185182760,-,0,False
chr4,185182536,185182792,-,0,False
chr4,185471259,185471515,+,0,False
chr4,185933457,185933713,-,0,False
chr4,186597089,186597345,-,0,False
chr4,188139191,188139447,+,0,False
chr4,188400859,188401115,+,0,False
chr4,189940628,189940884,-,0,False
chr5,5447410,5447666,+,0,False
chr5,9546103,9546359,-,0,False
chr5,11385344,11385600,-,0,False
chr5,17216871,17217127,+,0,False
chr5,24644792,24645048,-,0,False
chr5,24644961,24645217,-,0,False
chr5,29396000,29396256,-,0,False
chr5,33440787,33441043,+,1,False
chr5,33440797,33441053,+,0,False
chr5,37176050,37176306,-,0,False
chr5,37379051,37379307,+,0,False
chr5,38258000,38258256,+,0,False
chr5,38258122,38258378,+,0,False
chr5,39371302,39371558,-,0,False
chr5,40269310,40269566,+,0,False
chr5,40680607,40680863,+,0,False
chr5,40909322,40909578,+,0,False
chr5,44809690,44809946,+,0,False
chr5,45696473,45696729,-,0,False
chr5,54455398,54455654,+,0,False
chr5,59357101,59357357,-,0,False
chr5,60448790,60449046,-,0,False
chr5,61374805,61375061,+,0,False
chr5,65563041,65563297,-,0,False
chr5,65926206,65926462,+,0,False
chr5,70719224,70719480,+,0,False
chr5,71020748,71021004,-,0,False
chr5,72194882,72195138,+,0,False
chr5,72195217,72195473,+,0,False
chr5,72507736,72507992,-,0,False
chr5,74322249,74322505,+,0,False
chr5,76874961,76875217,+,0,False
chr5,79738325,79738581,+,0,False
chr5,81892204,81892460,+,0,False
chr5,81972031,81972287,+,0,False
chr5,83471196,83471452,+,0,False
chr5,86617713,86617969,+,0,False
chr5,88268745,88269001,+,0,False
chr5,88684698,88684954,-,0,False
chr5,89418697,89418953,+,0,False
chr5,90528860,90529116,+,0,False
chr5,96702396,96702652,+,0,False
chr5,96958418,96958674,+,0,False
chr5,96958446,96958702,+,0,False
chr5,97504417,97504673,+,0,False
chr5,100732803,100733059,+,0,False
chr5,102864258,102864514,+,0,False
chr5,103120628,103120884,+,0,False
chr5,111073063,111073319,+,0,False
chr5,111223334,111223590,+,0,False
chr5,111757549,111757805,-,0,False
chr5,111757576,111757832,-,0,False
chr5,115625956,115626212,-,0,False
chr5,115626179,115626435,-,0,False
chr5,115816864,115817120,-,0,False
chr5,116084723,116084979,+,0,False
chr5,117730334,117730590,+,0,False
chr5,119268560,119268816,+,0,False
chr5,120463663,120463919,+,0,False
chr5,123099058,123099314,+,0,False
chr5,126811912,126812168,+,0,False
chr5,127517474,127517730,+,0,False
chr5,131391928,131392184,+,0,False
chr5,132963300,132963556,-,0,False
chr5,134114506,134114762,+,0,False
chr5,134138762,134139018,+,0,False
chr5,134923783,134924039,+,0,False
chr5,134927752,134928008,+,0,False
chr5,135955008,135955264,-,0,False
chr5,137870608,137870864,+,0,False
chr5,138438523,138438779,+,0,False
chr5,138438886,138439142,+,0,False
chr5,139314911,139315167,+,0,False
chr5,141208493,141208749,+,0,False
chr5,141364013,141364269,+,0,False
chr5,142013049,142013305,-,0,False
chr5,142907326,142907582,+,0,False
chr5,144170538,144170794,-,0,False
chr5,147055968,147056224,-,0,False
chr5,147055977,147056233,-,0,False
chr5,147871919,147872175,+,0,False
chr5,149960213,149960469,+,0,False
chr5,150302461,150302717,-,0,False
chr5,150671834,150672090,+,0,False
chr5,150846267,150846523,+,0,False
chr5,151025173,151025429,+,0,False
chr5,153490685,153490941,+,0,False
chr5,154755198,154755454,+,0,False
chr5,157058446,157058702,-,0,False
chr5,157142572,157142828,-,0,False
chr5,157652159,157652415,-,0,False
chr5,159097890,159098146,-,0,False
chr5,159208066,159208322,-,0,False
chr5,159951570,159951826,-,0,False
chr5,160938541,160938797,-,0,False
chr5,161847789,161848045,+,0,False
chr5,161847942,161848198,+,0,False
chr5,162067633,162067889,+,0,False
chr5,167820423,167820679,+,0,False
chr5,167934555,167934811,+,0,False
chr5,168579577,168579833,-,0,False
chr5,171419441,171419697,+,0,False
chr5,173235242,173235498,-,0,False
chr5,176060926,176061182,+,0,False
chr5,176416222,176416478,-,0,False
chr5,176536613,176536869,-,0,False
chr5,177133386,177133642,+,0,False
chr5,179522242,179522498,+,0,False
chr5,179693925,179694181,+,0,False
chr5,180684510,180684766,+,0,False
chr5,180802771,180803027,-,0,False
chr5,180815709,180815965,-,0,False
chr5,180861140,180861396,-,0,False
chr5,180910858,180911114,+,0,False
chr5,181242287,181242543,-,0,False
chr6,4087151,4087407,+,0,False
chr6,4087211,4087467,+,0,False
chr6,5260717,5260973,-,0,False
chr6,6006962,6007218,-,0,False
chr6,6007012,6007268,-,0,False
chr6,7541963,7542219,+,0,False
chr6,8102590,8102846,-,0,False
chr6,8102620,8102876,-,0,False
chr6,8435362,8435618,-,0,False
chr6,10434860,10435116,-,0,False
chr6,10528102,10528358,+,0,False
chr6,11381792,11382048,-,0,False
chr6,11417111,11417367,+,0,False
chr6,13574058,13574314,+,0,False
chr6,13711996,13712252,-,0,False
chr6,15246131,15246387,+,0,False
chr6,15585972,15586228,-,0,False
chr6,18387133,18387389,+,0,False
chr6,19449462,19449718,+,0,False
chr6,21665944,21666200,+,0,False
chr6,24357879,24358135,-,0,False
chr6,24522488,24522744,+,0,False
chr6,25452199,25452455,-,0,False
chr6,26272534,26272790,-,0,False
chr6,27407159,27407415,+,0,False
chr6,27814812,27815068,-,1,False
chr6,27831557,27831813,-,0,False
chr6,27838428,27838684,+,0,False
chr6,29727143,29727399,-,0,False
chr6,29942229,29942485,+,0,False
chr6,30135856,30136112,+,0,False
chr6,30135862,30136118,+,0,False
chr6,30617334,30617590,-,0,False
chr6,30914122,30914378,+,0,False
chr6,30922309,30922565,+,0,False
chr6,31356243,31356499,-,0,False
chr6,31540656,31540912,-,0,False
chr6,31546648,31546904,-,0,False
chr6,31571712,31571968,+,0,False
chr6,31655649,31655905,+,0,False
chr6,31834844,31835100,+,0,False
chr6,31835015,31835271,+,0,False
chr6,31877261,31877517,-,0,False
chr6,31945743,31945999,+,0,False
chr6,31945765,31946021,+,0,False
chr6,31946182,31946438,+,0,False
chr6,31972020,31972276,-,0,False
chr6,32178226,32178482,+,0,False
chr6,32178342,32178598,+,0,False
chr6,32530326,32530582,-,0,False
chr6,32761733,32761989,-,0,False
chr6,32941480,32941736,-,0,False
chr6,32968654,32968910,+,0,False
chr6,34240635,34240891,+,0,False
chr6,34616270,34616526,+,0,False
chr6,34791795,34792051,+,1,False
chr6,35140844,35141100,-,0,False
chr6,35141372,35141628,-,0,False
chr6,35259320,35259576,+,0,False
chr6,35512917,35513173,-,0,False
chr6,38703174,38703430,-,0,False
chr6,41072970,41073226,+,0,False
chr6,41100761,41101017,+,0,False
chr6,41780808,41781064,+,0,False
chr6,42563917,42564173,+,0,False
chr6,42915787,42916043,+,0,False
chr6,43059675,43059931,+,0,False
chr6,43060268,43060524,+,0,False
chr6,43076099,43076355,+,0,False
chr6,43170990,43171246,+,0,False
chr6,43369416,43369672,-,0,False
chr6,43489582,43489838,+,0,False
chr6,44176254,44176510,+,0,False
chr6,44276289,44276545,+,0,False
chr6,45328182,45328438,+,0,False
chr6,45328267,45328523,+,0,False
chr6,46325683,46325939,-,0,False
chr6,46746708,46746964,+,0,False
chr6,46954432,46954688,-,0,False
chr6,47477999,47478255,+,0,False
chr6,52361546,52361802,+,0,False
chr6,52995361,52995617,+,0,False
chr6,54099314,54099570,+,0,False
chr6,56954912,56955168,+,0,False
chr6,56954940,56955196,+,0,False
chr6,61573874,61574130,+,0,False
chr6,63521476,63521732,+,0,False
chr6,63636282,63636538,+,0,False
chr6,68635288,68635544,+,0,False
chr6,68635298,68635554,+,0,False
chr6,69796954,69797210,-,0,False
chr6,69867215,69867471,+,0,False
chr6,70303115,70303371,-,0,False
chr6,70303122,70303378,-,0,False
chr6,71164757,71165013,+,0,False
chr6,72216496,72216752,+,0,False
chr6,73291701,73291957,+,0,False
chr6,73354289,73354545,-,0,False
chr6,73369649,73369905,-,0,False
chr6,75205802,75206058,-,0,False
chr6,75205822,75206078,-,0,False
chr6,75205843,75206099,-,0,False
chr6,75205861,75206117,-,0,False
chr6,75205880,75206136,-,0,False
chr6,75205902,75206158,-,0,False
chr6,75205928,75206184,-,0,False
chr6,75205941,75206197,-,0,False
chr6,75205971,75206227,-,0,False
chr6,75205988,75206244,-,0,False
chr6,75206076,75206332,-,0,False
chr6,79947454,79947710,-,0,False
chr6,79947480,79947736,-,0,False
chr6,79954078,79954334,-,0,False
chr6,81938501,81938757,-,0,False
chr6,83853263,83853519,+,0,False
chr6,87298460,87298716,+,0,False
chr6,87344598,87344854,+,0,False
chr6,88662319,88662575,+,0,False
chr6,89084230,89084486,+,0,False
chr6,89352742,89352998,-,0,False
chr6,89352900,89353156,-,0,False
chr6,96015244,96015500,+,0,False
chr6,99568717,99568973,-,0,False
chr6,101398861,101399117,+,0,False
chr6,106970346,106970602,-,0,False
chr6,106970982,106971238,-,0,False
chr6,106971080,106971336,-,0,False
chr6,106971341,106971597,-,0,False
chr6,106971672,106971928,-,0,False
chr6,106974721,106974977,-,0,False
chr6,106975196,106975452,-,0,False
chr6,106975309,106975565,-,0,False
chr6,106975356,106975612,-,0,False
chr6,106975425,106975681,-,0,False
chr6,106975452,106975708,-,0,False
chr6,106975503,106975759,-,0,False
chr6,106975532,106975788,-,0,False
chr6,106975616,106975872,-,0,False
chr6,106975795,106976051,-,0,False
chr6,106975847,106976103,-,0,False
chr6,109294052,109294308,+,0,False
chr6,109294079,109294335,+,0,False
chr6,109382503,109382759,-,0,False
chr6,110476375,110476631,-,0,False
chr6,110874067,110874323,+,0,False
chr6,113581207,113581463,+,0,False
chr6,113862142,113862398,+,0,False
chr6,116279761,116280017,-,0,False
chr6,116461797,116462053,+,0,False
chr6,116462049,116462305,+,0,False
chr6,117907393,117907649,+,0,False
chr6,119149124,119149380,-,0,False
chr6,123439402,123439658,+,0,False
chr6,124963106,124963362,+,0,False
chr6,125790597,125790853,+,0,False
chr6,126339964,126340220,+,0,False
chr6,127119688,127119944,+,0,False
chr6,127266261,127266517,+,0,False
chr6,128930215,128930471,-,0,False
chr6,129710116,129710372,-,0,False
chr6,131949237,131949493,-,0,False
chr6,133099732,133099988,+,0,False
chr6,135180689,135180945,+,0,False
chr6,135181072,135181328,+,0,False
chr6,136289705,136289961,-,0,False
chr6,137792829,137793085,-,0,False
chr6,138691478,138691734,+,0,False
chr6,142302374,142302630,+,0,False
chr6,143125858,143126114,+,0,False
chr6,144095545,144095801,-,0,False
chr6,144659414,144659670,+,0,False
chr6,146770204,146770460,+,0,False
chr6,149400013,149400269,+,0,False
chr6,150632855,150633111,+,0,False
chr6,150686550,150686806,+,0,False
chr6,151036304,151036560,+,0,False
chr6,152268128,152268384,-,0,False
chr6,152268193,152268449,-,0,False
chr6,152268358,152268614,-,0,False
chr6,154478112,154478368,-,0,False
chr6,154733192,154733448,+,0,False
chr6,156378497,156378753,+,0,False
chr6,156779121,156779377,+,0,False
chr6,157630012,157630268,+,0,False
chr6,159726771,159727027,+,0,False
chr6,159762575,159762831,+,0,False
chr6,159968810,159969066,+,0,False
chr6,163413821,163414077,+,0,False
chr6,165986367,165986623,-,0,False
chr6,165988031,165988287,-,0,False
chr6,166308411,166308667,-,0,False
chr6,167170367,167170623,+,0,False
chr6,169961740,169961996,+,0,False
chr7,954659,954915,-,0,False
chr7,2403309,2403565,+,0,False
chr7,7182330,7182586,+,0,False
chr7,7270954,7271210,+,0,False
chr7,7581779,7582035,+,0,False
chr7,8236816,8237072,-,0,False
chr7,12594556,12594812,-,0,False
chr7,17374774,17375030,+,0,False
chr7,18495335,18495591,+,0,False
chr7,20330511,20330767,+,0,False
chr7,20330911,20331167,+,0,False
chr7,23273130,23273386,+,0,False
chr7,23709978,23710234,+,0,False
chr7,23710018,23710274,+,0,False
chr7,25155123,25155379,-,0,False
chr7,26196963,26197219,-,0,False
chr7,26291670,26291926,+,1,False
chr7,26983390,26983646,-,0,False
chr7,29194610,29194866,+,0,False
chr7,29479749,29480005,+,0,False
chr7,29884084,29884340,+,0,False
chr7,29990113,29990369,-,0,False
chr7,31340667,31340923,-,0,False
chr7,32979209,32979465,+,0,False
chr7,32979255,32979511,+,0,False
chr7,33905225,33905481,+,0,False
chr7,33905334,33905590,+,0,False
chr7,40980169,40980425,-,0,False
chr7,42152396,42152652,-,0,False
chr7,44189299,44189555,-,0,False
chr7,44748340,44748596,+,0,False
chr7,45068206,45068462,+,0,False
chr7,48171167,48171423,+,0,False
chr7,48924310,48924566,+,0,False
chr7,54541938,54542194,+,0,False
chr7,56068467,56068723,+,0,False
chr7,56106430,56106686,-,0,False
chr7,56448342,56448598,-,0,False
chr7,57132425,57132681,-,0,False
chr7,64563087,64563343,-,0,False
chr7,64582417,64582673,+,0,False
chr7,64814853,64815109,+,0,False
chr7,65373567,65373823,+,0,False
chr7,66995549,66995805,-,0,False
chr7,67335725,67335981,+,0,False
chr7,69598265,69598521,+,0,False
chr7,69598309,69598565,+,0,False
chr7,71131866,71132122,+,0,False
chr7,73308852,73309108,-,0,False
chr7,74173918,74174174,+,0,False
chr7,74173928,74174184,+,0,False
chr7,74174020,74174276,+,0,False
chr7,74657203,74657459,+,0,False
chr7,74964505,74964761,+,0,False
chr7,75026420,75026676,+,0,False
chr7,75029127,75029383,+,0,False
chr7,75237636,75237892,-,0,False
chr7,75486257,75486513,-,0,False
chr7,76201685,76201941,+,0,False
chr7,76282441,76282697,+,0,False
chr7,79453350,79453606,+,0,False
chr7,80623413,80623669,+,0,False
chr7,80623807,80624063,+,0,False
chr7,81770082,81770338,-,0,False
chr7,82033014,82033270,-,0,False
chr7,90119199,90119455,+,0,False
chr7,90153937,90154193,+,0,False
chr7,90596109,90596365,+,0,False
chr7,92134527,92134783,-,0,False
chr7,92836674,92836930,-,0,False
chr7,92836814,92837070,-,0,False
chr7,92836988,92837244,-,0,False
chr7,93890728,93890984,+,0,False
chr7,94004298,94004554,-,0,False
chr7,99143977,99144233,-,0,False
chr7,99472676,99472932,+,0,False
chr7,100167222,100167478,-,0,False
chr7,100373923,100374179,+,0,False
chr7,100733370,100733626,+,0,False
chr7,100882570,100882826,+,0,False
chr7,100954307,100954563,+,0,False
chr7,100954351,100954607,+,0,False
chr7,100954466,100954722,+,0,False
chr7,100954540,100954796,+,0,False
chr7,100954556,100954812,+,0,False
chr7,100954601,100954857,+,0,False
chr7,100954621,100954877,+,0,False
chr7,100954663,100954919,+,0,False
chr7,100954678,100954934,+,0,False
chr7,100954689,100954945,+,0,False
chr7,100954738,100954994,+,0,False
chr7,100954783,100955039,+,0,False
chr7,100954829,100955085,+,0,False
chr7,100954870,100955126,+,0,False
chr7,100954958,100955214,+,0,False
chr7,100955792,100956048,+,0,False
chr7,100955820,100956076,+,0,False
chr7,100955868,100956124,+,0,False
chr7,100955897,100956153,+,0,False
chr7,100955923,100956179,+,0,False
chr7,100956549,100956805,+,0,False
chr7,100957374,100957630,+,0,False
chr7,100957429,100957685,+,0,False
chr7,100957483,100957739,+,0,False
chr7,100957500,100957756,+,0,False
chr7,100957580,100957836,+,0,False
chr7,100957630,100957886,+,0,False
chr7,100957732,100957988,+,0,False
chr7,100957754,100958010,+,0,False
chr7,100957778,100958034,+,0,False
chr7,100957854,100958110,+,0,False
chr7,100957959,100958215,+,0,False
chr7,100957988,100958244,+,0,False
chr7,100958005,100958261,+,0,False
chr7,100958066,100958322,+,0,False
chr7,100958117,100958373,+,0,False
chr7,100958168,100958424,+,0,False
chr7,100958367,100958623,+,0,False
chr7,100965965,100966221,+,0,False
chr7,100966135,100966391,+,0,False
chr7,100966216,100966472,+,0,False
chr7,100966245,100966501,+,0,False
chr7,101128412,101128668,+,0,False
chr7,101201053,101201309,-,0,False
chr7,101217443,101217699,-,0,False
chr7,102286588,102286844,+,0,False
chr7,102289229,102289485,+,0,False
chr7,102396661,102396917,+,0,False
chr7,102973284,102973540,+,0,False
chr7,103989308,103989564,-,0,False
chr7,103989361,103989617,-,0,False
chr7,106774837,106775093,+,0,False
chr7,107469775,107470031,+,0,False
chr7,108328468,108328724,-,0,False
chr7,112450293,112450549,+,0,False
chr7,112617825,112618081,+,0,False
chr7,114922361,114922617,+,0,False
chr7,116672227,116672483,+,0,False
chr7,116757989,116758245,+,0,False
chr7,116953046,116953302,+,0,False
chr7,116953668,116953924,+,0,False
chr7,117592155,117592411,+,0,False
chr7,121050542,121050798,+,0,False
chr7,121329508,121329764,+,0,False
chr7,122886673,122886929,-,0,False
chr7,123601597,123601853,+,0,False
chr7,126533774,126534030,-,0,False
chr7,127591154,127591410,+,0,False
chr7,128672041,128672297,+,0,False
chr7,128715114,128715370,+,0,False
chr7,128814560,128814816,+,0,False
chr7,129054980,129055236,+,0,False
chr7,129144508,129144764,+,1,False
chr7,129144520,129144776,+,0,False
chr7,129144531,129144787,+,0,False
chr7,129367985,129368241,+,0,False
chr7,130344584,130344840,+,0,False
chr7,131556573,131556829,-,0,False
chr7,133576229,133576485,+,0,False
chr7,134527411,134527667,+,0,False
chr7,135977449,135977705,-,0,False
chr7,139109800,139110056,-,0,False
chr7,139777785,139778041,-,0,False
chr7,140672861,140673117,+,0,False
chr7,142328073,142328329,+,0,False
chr7,142348901,142349157,+,0,False
chr7,142352571,142352827,+,0,False
chr7,142352597,142352853,+,0,False
chr7,142380564,142380820,+,0,False
chr7,142384081,142384337,+,0,False
chr7,142391682,142391938,+,0,False
chr7,142399622,142399878,+,0,False
chr7,142407426,142407682,+,0,False
chr7,142424715,142424971,+,0,False
chr7,142433598,142433854,+,0,False
chr7,142433658,142433914,+,0,False
chr7,142450698,142450954,+,0,False
chr7,142450728,142450984,+,0,False
chr7,142462690,142462946,+,0,False
chr7,142469297,142469553,+,0,False
chr7,142473821,142474077,+,0,False
chr7,142482299,142482555,+,0,False
chr7,142491889,142492145,+,0,False
chr7,142499772,142500028,+,0,False
chr7,142511365,142511621,+,0,False
chr7,142529035,142529291,+,0,False
chr7,142543965,142544221,+,0,False
chr7,142554583,142554839,+,0,False
chr7,142563499,142563755,+,0,False
chr7,142580668,142580924,+,0,False
chr7,142580686,142580942,+,0,False
chr7,142587629,142587885,+,0,False
chr7,142615453,142615709,+,0,False
chr7,142615509,142615765,+,0,False
chr7,142760146,142760402,+,0,False
chr7,142770655,142770911,+,0,False
chr7,142770686,142770942,+,0,False
chr7,142770721,142770977,+,0,False
chr7,142771838,142772094,+,0,False
chr7,142771859,142772115,+,0,False
chr7,142771870,142772126,+,0,False
chr7,142771872,142772128,+,0,False
chr7,142771884,142772140,+,0,False
chr7,142771930,142772186,+,0,False
chr7,142785972,142786228,+,0,False
chr7,142786649,142786905,+,0,False
chr7,142786776,142787032,+,0,False
chr7,142787389,142787645,+,0,False
chr7,142787997,142788253,+,0,False
chr7,142788266,142788522,+,0,False
chr7,142788758,142789014,+,0,False
chr7,142796135,142796391,+,0,False
chr7,143361463,143361719,+,0,False
chr7,143621145,143621401,+,0,False
chr7,143621229,143621485,+,0,False
chr7,146115790,146116046,+,0,False
chr7,150303048,150303304,-,0,False
chr7,150340136,150340392,-,0,False
chr7,150740650,150740906,+,0,False
chr7,150824394,150824650,+,0,False
chr7,153413958,153414214,-,0,False
chr7,153747970,153748226,+,0,False
chr7,153748085,153748341,+,0,False
chr7,153748231,153748487,+,0,False
chr7,155812172,155812428,-,0,False
chr7,156893135,156893391,-,0,False
chr7,157010596,157010852,+,0,False
chr7,158587702,158587958,-,0,False
chr7,158829456,158829712,-,0,False
chr8,2118808,2119064,+,0,False
chr8,3113010,3113266,-,0,False
chr8,3113062,3113318,-,0,False
chr8,3113069,3113325,-,0,False
chr8,6835273,6835529,+,0,False
chr8,6951635,6951891,-,0,False
chr8,7487425,7487681,+,0,False
chr8,7495663,7495919,+,0,False
chr8,7824887,7825143,+,0,False
chr8,7836183,7836439,+,0,False
chr8,7847621,7847877,+,0,False
chr8,7847760,7848016,+,0,False
chr8,7881137,7881393,+,0,False
chr8,8228354,8228610,+,0,False
chr8,8386002,8386258,-,0,False
chr8,9904297,9904553,-,0,False
chr8,11789700,11789956,+,0,False
chr8,11795414,11795670,+,0,False
chr8,11802385,11802641,+,0,False
chr8,11802403,11802659,+,0,False
chr8,11802824,11803080,+,0,False
chr8,19084862,19085118,-,0,False
chr8,22156652,22156908,-,0,False
chr8,22161483,22161739,+,0,False
chr8,22161510,22161766,+,0,False
chr8,22161515,22161771,+,0,False
chr8,22163245,22163501,+,0,False
chr8,22275148,22275404,+,0,False
chr8,22551484,22551740,+,0,False
chr8,22577984,22578240,+,0,False
chr8,22578475,22578731,+,0,False
chr8,22578890,22579146,+,0,False
chr8,23007381,23007637,+,0,False
chr8,23425239,23425495,-,0,False
chr8,26512983,26513239,-,0,False
chr8,27311338,27311594,+,0,False
chr8,27633122,27633378,+,0,False
chr8,28118681,28118937,+,0,False
chr8,28891073,28891329,+,0,False
chr8,30384649,30384905,+,0,False
chr8,31087391,31087647,+,0,False
chr8,38786892,38787148,+,0,False
chr8,39107465,39107721,+,0,False
chr8,39584305,39584561,+,0,False
chr8,41502371,41502627,+,0,False
chr8,41528854,41529110,+,0,False
chr8,42541535,42541791,+,0,False
chr8,42541778,42542034,+,0,False
chr8,47960814,47961070,+,0,False
chr8,52194124,52194380,+,0,False
chr8,54593370,54593626,+,0,False
chr8,56074312,56074568,-,0,False
chr8,56478189,56478445,-,0,False
chr8,56488880,56489136,+,0,False
chr8,56559518,56559774,-,0,False
chr8,57193316,57193572,+,0,False
chr8,57978199,57978455,+,0,False
chr8,62248582,62248838,+,0,False
chr8,62857129,62857385,-,0,False
chr8,62864082,62864338,-,0,False
chr8,63086116,63086372,-,0,False
chr8,66178621,66178877,-,0,False
chr8,66453560,66453816,+,0,False
chr8,66493253,66493509,+,0,False
chr8,70608568,70608824,-,0,False
chr8,72251767,72252023,-,0,False
chr8,73975912,73976168,+,0,False
chr8,74362491,74362747,+,0,False
chr8,76404100,76404356,+,0,False
chr8,79610768,79611024,+,0,False
chr8,81254608,81254864,+,0,False
chr8,81807462,81807718,+,0,False
chr8,86866195,86866451,+,0,False
chr8,90095664,90095920,-,0,False
chr8,90646051,90646307,-,0,False
chr8,90940273,90940529,+,0,False
chr8,96235553,96235809,-,1,False
chr8,96261452,96261708,+,0,False
chr8,97643761,97644017,+,1,False
chr8,98064215,98064471,+,0,False
chr8,98064248,98064504,+,0,False
chr8,98426707,98426963,+,0,False
chr8,100212966,100213222,+,0,False
chr8,100721909,100722165,-,0,False
chr8,101688197,101688453,-,0,False
chr8,102864055,102864311,+,0,False
chr8,103140540,103140796,+,0,False
chr8,103371376,103371632,+,0,False
chr8,103414493,103414749,+,0,False
chr8,107498041,107498297,-,0,False
chr8,109334177,109334433,+,0,False
chr8,109539406,109539662,+,0,False
chr8,118952129,118952385,-,0,False
chr8,118952142,118952398,-,0,False
chr8,118952280,118952536,-,0,False
chr8,120369165,120369421,+,0,False
chr8,122781190,122781446,+,0,False
chr8,123652666,123652922,-,0,False
chr8,126557601,126557857,+,0,False
chr8,127244213,127244469,+,0,False
chr8,127998878,127999134,+,0,False
chr8,129939890,129940146,-,0,False
chr8,132897910,132898166,+,0,False
chr8,132972436,132972692,+,0,False
chr8,133075391,133075647,-,0,False
chr8,133075400,133075656,-,0,False
chr8,133113295,133113551,+,0,False
chr8,135457401,135457657,+,0,False
chr8,139703113,139703369,-,0,False
chr8,139703189,139703445,-,0,False
chr8,144137570,144137826,+,1,False
chr8,144147767,144148023,+,0,False
chr8,144147790,144148046,+,1,False
chr8,144147813,144148069,+,0,False
chr8,144148417,144148673,+,0,False
chr8,144266209,144266465,+,0,False
chr8,144311554,144311810,+,0,False
chr8,144358380,144358636,+,0,False
chr8,144902167,144902423,-,0,False
chr9,546946,547202,+,0,False
chr9,2717448,2717704,+,0,False
chr9,2717473,2717729,+,0,False
chr9,3526257,3526513,-,0,False
chr9,4489984,4490240,+,0,False
chr9,4666495,4666751,-,0,False
chr9,4984591,4984847,+,0,False
chr9,4984650,4984906,+,0,False
chr9,5185701,5185957,-,0,False
chr9,6015638,6015894,-,0,False
chr9,6486953,6487209,+,0,False
chr9,6604786,6605042,-,0,False
chr9,6833805,6834061,+,0,False
chr9,14068664,14068920,+,0,False
chr9,15307164,15307420,-,0,False
chr9,15552888,15553144,+,0,False
chr9,15588008,15588264,+,0,False
chr9,19049346,19049602,+,0,False
chr9,19789223,19789479,-,0,False
chr9,21975029,21975285,-,0,False
chr9,21975042,21975298,-,0,False
chr9,26946856,26947112,+,0,False
chr9,27109301,27109557,+,0,False
chr9,32551466,32551722,+,0,False
chr9,33112014,33112270,-,0,False
chr9,33167612,33167868,+,0,False
chr9,33443591,33443847,-,0,False
chr9,33613907,33614163,-,0,False
chr9,33816737,33816993,+,0,False
chr9,33816980,33817236,+,0,False
chr9,33817649,33817905,+,0,False
chr9,34457279,34457535,+,0,False
chr9,34458043,34458299,+,0,False
chr9,34689987,34690243,-,0,False
chr9,34992591,34992847,+,0,False
chr9,35618420,35618676,-,0,False
chr9,35905787,35906043,+,0,False
chr9,40992014,40992270,+,1,False
chr9,40992051,40992307,+,1,False
chr9,40992094,40992350,+,0,False
chr9,63334392,63334648,-,0,False
chr9,64016757,64017013,+,0,False
chr9,68356805,68357061,+,0,False
chr9,68356858,68357114,+,0,False
chr9,69204831,69205087,+,0,False
chr9,73160096,73160352,+,0,False
chr9,74497144,74497400,+,0,False
chr9,74497249,74497505,+,0,False
chr9,74497341,74497597,+,0,False
chr9,74497372,74497628,+,0,False
chr9,74497383,74497639,+,0,False
chr9,76906304,76906560,-,0,False
chr9,81689473,81689729,-,0,False
chr9,81689529,81689785,-,0,False
chr9,83063159,83063415,-,0,False
chr9,83275687,83275943,+,0,False
chr9,83707859,83708115,-,0,False
chr9,83806406,83806662,-,0,False
chr9,84669345,84669601,+,0,False
chr9,84669782,84670038,+,0,False
chr9,87497510,87497766,+,0,False
chr9,87498363,87498619,+,0,False
chr9,87728481,87728737,+,0,False
chr9,87939254,87939510,-,0,False
chr9,89969197,89969453,+,0,False
chr9,92670021,92670277,-,0,False
chr9,92912878,92913134,+,0,False
chr9,92947154,92947410,+,0,False
chr9,93134573,93134829,-,1,False
chr9,94639391,94639647,-,0,False
chr9,94639458,94639714,-,0,False
chr9,96875581,96875837,-,0,False
chr9,101269470,101269726,+,0,False
chr9,101421760,101422016,-,0,False
chr9,101425538,101425794,-,0,False
chr9,101468210,101468466,+,0,False
chr9,109437425,109437681,-,0,False
chr9,110580112,110580368,-,0,False
chr9,111483779,111484035,-,0,False
chr9,111599672,111599928,-,0,False
chr9,114099241,114099497,-,0,False
