chromosome,start,end,strand,A549,CACO2,GM12878,HEK293,HELAS3,HEPG2,HL60,K562,MCF7,PC3
chr13,52220636,52220736,.,0,0,0,0,0,0,0,0,0,1
chr13,52303272,52303372,.,0,0,0,0,1,1,0,1,1,1
chr13,52319895,52319995,.,0,0,0,1,1,1,0,1,0,1
chr13,52376088,52376188,.,0,0,1,0,1,0,0,0,0,0
chr13,52393452,52393552,.,0,0,1,0,0,0,0,0,0,0
chr13,52406766,52406866,.,0,0,0,0,0,0,0,1,0,0
chr13,52494446,52494546,.,0,0,0,0,0,0,0,1,0,0
chr13,52505916,52506016,.,0,1,0,0,0,1,0,1,0,0
chr13,52537984,52538084,.,0,1,0,0,0,1,0,0,0,0
chr13,52545952,52546052,.,0,0,1,0,0,0,0,0,0,0
chr13,52572321,52572421,.,0,1,0,1,0,1,0,1,1,0
chr13,52769760,52769860,.,0,0,1,0,0,0,0,0,0,1
chr13,53028728,53028828,.,0,0,1,0,0,0,0,0,0,0
chr13,53190949,53191049,.,0,1,1,0,1,0,1,1,1,0
chr13,53302651,53302751,.,0,0,1,0,0,0,0,0,0,0
chr13,53336865,53336965,.,0,0,1,0,1,0,0,1,0,0
chr13,53353240,53353340,.,0,0,1,0,0,0,0,0,0,0
chr13,53495450,53495550,.,0,0,1,0,0,0,0,0,0,0
chr13,53765483,53765583,.,0,1,0,0,0,0,0,0,0,0
chr13,53775406,53775506,.,0,0,1,1,0,0,0,0,0,0
chr13,53814926,53815026,.,0,0,0,0,0,0,0,0,1,0
chr13,54187269,54187369,.,0,0,1,0,1,0,0,0,0,0
chr13,54733787,54733887,.,0,0,0,1,0,0,0,0,0,0
chr13,55208605,55208705,.,0,0,0,0,1,0,0,0,1,1
chr13,56150400,56150500,.,0,0,0,0,1,0,1,0,0,0
chr13,59854396,59854496,.,0,0,0,0,0,0,0,0,0,1
chr13,59980773,59980873,.,0,0,1,0,0,0,0,0,0,0
chr13,60033125,60033225,.,0,0,0,0,0,0,0,0,0,1
chr13,60338625,60338725,.,0,0,0,0,1,0,0,0,0,0
chr13,60570289,60570389,.,0,1,0,0,0,0,0,1,0,1
chr13,60581050,60581150,.,0,0,0,0,1,1,0,0,0,0
chr13,60635779,60635879,.,0,0,1,0,0,0,0,1,0,1
chr13,60679192,60679292,.,0,1,1,0,1,1,1,1,0,0
chr13,60716727,60716827,.,0,1,0,0,0,1,1,1,0,1
chr13,60736393,60736493,.,0,0,0,0,1,0,0,0,0,0
chr13,60835812,60835912,.,0,1,0,0,0,0,0,0,0,0
chr13,61157820,61157920,.,0,0,0,0,0,0,1,0,0,0
chr13,61626629,61626729,.,0,0,0,0,0,0,1,0,0,0
chr13,61913884,61913984,.,0,0,0,0,1,0,0,0,0,0
chr13,63021741,63021841,.,0,1,0,0,1,0,0,0,0,1
chr13,63622099,63622199,.,0,0,0,0,0,0,0,1,0,0
chr13,63626196,63626296,.,0,0,0,0,0,0,0,1,1,1
chr13,63861396,63861496,.,0,0,1,0,0,0,0,0,0,0
chr13,64448419,64448519,.,0,0,0,0,0,1,0,0,0,0
chr13,64491528,64491628,.,0,0,1,0,0,1,0,0,0,0
chr13,64508797,64508897,.,0,0,1,0,0,1,0,1,1,0
chr13,64538103,64538203,.,0,0,1,0,0,1,0,0,1,0
chr13,64563645,64563745,.,0,0,1,0,1,0,0,0,0,0
chr13,64589525,64589625,.,0,0,1,0,0,1,0,0,0,0
chr13,64596511,64596611,.,0,0,0,0,0,1,0,1,0,0
chr13,64623890,64623990,.,0,0,1,0,1,1,1,1,1,0
chr13,64652322,64652422,.,0,0,1,0,0,1,0,0,1,0
chr13,67044356,67044456,.,0,0,0,0,0,0,0,1,0,0
chr13,67081748,67081848,.,0,0,0,0,0,0,0,1,0,0
chr13,67147156,67147256,.,0,0,0,0,0,0,0,1,0,0
chr13,67151390,67151490,.,0,0,0,0,0,0,0,1,0,0
chr13,67168232,67168332,.,0,0,0,0,0,0,0,1,0,0
chr13,67204186,67204286,.,1,0,0,0,1,0,0,1,0,0
chr13,67442990,67443090,.,0,0,0,0,1,0,0,0,0,0
chr13,67457897,67457997,.,0,0,0,0,0,0,0,1,0,0
chr13,67461563,67461663,.,1,0,0,0,1,0,0,1,0,0
chr13,67464474,67464574,.,0,0,0,0,1,0,0,1,0,0
chr13,67493350,67493450,.,0,0,0,0,0,0,0,1,0,0
chr13,67568512,67568612,.,0,0,0,0,0,0,0,1,0,0
chr13,67577462,67577562,.,0,0,0,0,1,0,0,0,0,0
chr13,67633879,67633979,.,0,0,0,0,0,0,0,1,0,0
chr13,67674983,67675083,.,1,1,0,0,1,0,0,0,0,0
chr13,67686312,67686412,.,0,0,0,0,1,0,0,1,0,0
chr13,67722175,67722275,.,0,0,0,1,1,0,0,1,0,0
chr13,67730142,67730242,.,0,0,0,0,1,0,0,1,0,0
chr13,67963032,67963132,.,0,0,0,1,0,0,0,0,0,0
chr13,68308580,68308680,.,0,0,1,0,0,0,0,0,0,0
chr13,68776938,68777038,.,0,0,1,0,0,0,0,0,0,0
chr13,69259787,69259887,.,0,0,1,0,0,0,0,0,0,0
chr13,69260385,69260485,.,0,0,0,0,1,0,0,0,0,0
chr13,69285334,69285434,.,0,0,0,0,0,0,0,1,0,0
chr13,70523570,70523670,.,0,0,0,0,1,0,0,0,0,0
chr13,70561952,70562052,.,0,0,0,0,0,0,0,0,1,0
chr13,71803883,71803983,.,0,0,0,0,0,0,0,0,0,1
chr13,71865358,71865458,.,0,0,1,0,0,0,0,0,0,0
chr13,71905171,71905271,.,0,0,0,0,0,0,0,0,1,0
chr13,72102228,72102328,.,0,0,0,0,0,0,0,0,1,0
chr13,72206474,72206574,.,0,0,0,0,1,0,1,0,0,0
chr13,72349227,72349327,.,0,0,0,1,0,0,0,0,0,0
chr13,72376165,72376265,.,0,0,0,0,0,0,1,0,0,0
chr13,72385614,72385714,.,0,0,0,0,0,0,1,0,0,0
chr13,72402379,72402479,.,0,0,0,0,0,0,1,1,0,0
chr13,72419922,72420022,.,0,1,1,1,1,1,0,1,0,0
chr13,72437972,72438072,.,0,0,0,1,0,0,0,0,0,0
chr13,72438844,72438944,.,0,0,0,1,0,0,1,1,0,0
chr13,72439281,72439381,.,0,0,0,1,0,0,1,0,0,0
chr13,72996715,72996815,.,0,0,0,0,0,1,0,0,1,0
chr13,73118324,73118424,.,0,0,0,0,0,1,0,0,0,0
chr13,73486359,73486459,.,0,0,1,0,0,0,0,0,0,0
chr13,73768524,73768624,.,0,0,0,0,1,0,0,0,0,0
chr13,73909512,73909612,.,0,0,1,1,1,0,0,0,0,0
chr13,73942921,73943021,.,0,0,0,0,1,0,0,0,0,0
chr13,73982902,73983002,.,0,1,0,0,0,0,0,0,0,0
chr13,73985616,73985716,.,0,0,1,0,1,0,0,0,0,0
chr13,74184787,74184887,.,0,0,0,0,0,1,0,0,0,1
chr13,74228639,74228739,.,0,0,0,0,0,0,1,0,0,0
chr13,74276581,74276681,.,0,0,0,1,0,0,0,0,0,0
chr13,74339861,74339961,.,0,1,1,1,0,1,0,0,1,0
chr13,74340296,74340396,.,0,0,1,0,0,0,0,1,0,0
chr13,74341338,74341438,.,0,0,1,0,0,0,0,0,0,0
chr13,74508803,74508903,.,0,0,1,0,1,0,0,0,0,1
chr13,74550174,74550274,.,0,0,1,0,1,0,0,0,0,0
chr13,74706436,74706536,.,0,0,0,1,0,0,0,0,0,0
chr13,74707279,74707379,.,0,0,0,0,0,1,0,0,0,0
chr13,74709110,74709210,.,0,1,1,1,1,1,0,0,1,1
chr13,74709684,74709784,.,0,1,1,1,1,1,0,1,0,1
chr13,74864696,74864796,.,0,0,0,1,0,0,0,0,0,0
chr13,75882498,75882598,.,0,0,1,0,1,0,1,0,0,1
chr13,75904099,75904199,.,0,1,1,0,1,1,0,1,0,0
chr13,75933544,75933644,.,0,0,0,0,0,0,0,1,0,0
chr13,75940000,75940100,.,0,0,1,0,0,0,0,0,0,0
chr13,75965490,75965590,.,0,0,1,0,1,1,0,1,0,1
chr13,75966312,75966412,.,0,0,1,0,1,1,1,0,0,1
chr13,76080408,76080508,.,0,0,0,0,1,0,0,0,0,0
chr13,76138980,76139080,.,0,0,1,1,0,1,1,0,0,1
chr13,76159384,76159484,.,0,0,1,0,0,1,0,1,0,0
chr13,76269073,76269173,.,0,0,0,0,0,1,0,0,0,0
chr13,76279188,76279288,.,0,0,0,1,1,0,0,0,0,1
chr13,76279713,76279813,.,0,0,1,0,1,0,0,0,0,1
chr13,76289916,76290016,.,0,0,0,0,1,0,0,0,0,1
chr13,76290956,76291056,.,0,0,0,0,1,1,0,0,0,1
chr13,76336863,76336963,.,1,0,1,0,1,0,0,0,0,1
chr13,76390093,76390193,.,1,1,0,0,0,0,0,0,0,0
chr13,76788213,76788313,.,0,0,0,0,0,0,1,0,0,0
chr13,76906508,76906608,.,0,0,0,0,0,0,1,0,0,0
chr13,77078630,77078730,.,0,0,0,1,0,0,0,0,0,0
chr13,77299446,77299546,.,0,0,0,1,0,1,0,0,0,0
chr13,77364627,77364727,.,0,0,0,0,0,0,0,0,0,1
chr13,77453714,77453814,.,1,1,0,0,0,0,0,0,1,0
chr13,77519581,77519681,.,0,0,1,0,0,0,0,1,0,0
chr13,77881758,77881858,.,0,0,1,0,0,1,0,0,1,0
chr13,77897781,77897881,.,0,0,1,0,0,0,1,0,1,0
chr13,77898175,77898275,.,0,0,1,0,1,0,1,0,0,1
chr13,77899585,77899685,.,0,1,1,0,1,0,1,0,0,0
chr13,77919589,77919689,.,0,0,1,0,0,0,0,0,0,0
chr13,77949145,77949245,.,0,0,1,0,0,0,0,0,0,0
chr13,78003899,78003999,.,0,0,1,0,0,0,0,0,0,1
chr13,78090478,78090578,.,0,0,0,1,0,0,0,0,0,1
chr13,78158382,78158482,.,0,1,0,0,0,0,0,0,0,0
chr13,79232495,79232595,.,0,1,0,0,1,1,1,0,0,1
chr13,80078007,80078107,.,0,1,0,1,0,0,0,0,0,0
chr13,80122886,80122986,.,0,0,0,0,1,0,0,0,0,0
chr13,80510955,80511055,.,0,0,0,0,1,0,0,0,0,0
chr13,80611130,80611230,.,0,0,0,0,1,0,0,0,0,0
chr13,80705509,80705609,.,0,0,0,1,0,0,0,0,0,0
chr13,80743681,80743781,.,0,0,1,0,0,0,0,0,0,0
chr13,80822482,80822582,.,0,0,0,0,0,0,0,0,0,1
chr13,80916181,80916281,.,0,1,1,1,0,1,1,1,0,1
chr13,80917105,80917205,.,0,0,1,1,0,1,1,0,0,0
chr13,80934314,80934414,.,0,0,1,0,0,0,0,0,0,0
chr13,80936129,80936229,.,0,0,1,0,0,0,0,0,0,0
chr13,81018567,81018667,.,0,0,1,0,0,0,0,0,0,0
chr13,81048031,81048131,.,0,0,0,0,0,0,0,0,1,0
chr13,81084879,81084979,.,0,0,1,0,0,0,0,0,0,0
chr13,81840177,81840277,.,0,0,0,0,0,0,0,1,0,0
chr13,81913898,81913998,.,0,0,0,0,0,0,0,1,0,0
chr13,84071697,84071797,.,0,0,0,1,0,0,0,0,0,0
chr13,84480672,84480772,.,0,0,0,0,0,0,0,1,0,0
chr13,84711587,84711687,.,0,0,1,0,0,0,1,0,0,0
chr13,85779673,85779773,.,0,0,0,0,1,0,0,0,0,0
chr13,87444534,87444634,.,0,0,0,0,0,0,0,1,0,0
chr13,87776344,87776444,.,0,0,0,0,1,0,0,0,0,0
chr13,88212078,88212178,.,0,0,1,0,0,0,0,1,0,0
chr13,88259109,88259209,.,0,0,1,0,1,0,0,0,0,1
chr13,88345176,88345276,.,0,0,0,0,1,0,0,0,0,1
chr13,88383171,88383271,.,0,0,0,0,1,0,0,1,0,0
chr13,88384690,88384790,.,1,0,0,0,1,0,0,1,0,1
chr13,88466852,88466952,.,0,0,0,1,1,0,0,0,0,0
chr13,90053583,90053683,.,0,0,1,0,1,0,0,0,0,0
chr13,90167109,90167209,.,0,0,0,0,1,0,0,0,0,1
chr13,90280351,90280451,.,0,0,0,0,0,1,0,0,0,0
chr13,90486353,90486453,.,0,0,1,0,1,0,0,0,0,0
chr13,90568772,90568872,.,0,0,1,0,0,0,0,1,0,0
chr13,90946310,90946410,.,0,0,1,0,0,0,0,0,0,0
chr13,91580550,91580650,.,0,0,0,0,1,0,0,1,0,1
chr13,91709196,91709296,.,0,0,1,0,0,0,0,0,0,0
chr13,91807940,91808040,.,0,1,0,0,0,0,0,0,0,1
chr13,92294927,92295027,.,0,0,0,0,1,0,0,0,0,0
chr13,92868756,92868856,.,0,0,0,0,0,1,0,0,0,0
chr13,92871968,92872068,.,0,0,0,0,1,0,0,0,0,0
chr13,92874347,92874447,.,0,0,0,0,1,0,0,0,0,0
chr13,92900964,92901064,.,0,0,0,0,1,0,0,0,0,0
chr13,92928069,92928169,.,0,0,0,0,1,0,0,0,0,0
chr13,92940868,92940968,.,0,0,0,0,1,0,0,0,0,0
chr13,93001480,93001580,.,0,0,0,0,1,0,1,0,0,0
chr13,93083424,93083524,.,0,1,0,0,1,0,0,1,0,0
chr13,93097045,93097145,.,0,0,0,0,1,0,0,1,0,0
chr13,93361085,93361185,.,0,0,0,0,1,0,0,0,1,0
chr13,93496007,93496107,.,0,0,1,0,0,0,0,0,0,0
chr13,93803660,93803760,.,0,0,0,0,0,0,1,0,1,0
chr13,93870147,93870247,.,0,0,0,0,0,1,0,1,0,0
chr13,93880958,93881058,.,1,0,0,0,0,1,0,1,1,1
chr13,93899070,93899170,.,0,0,0,0,0,1,0,1,0,0
chr13,93915287,93915387,.,0,0,0,0,0,1,0,0,0,0
chr13,93947343,93947443,.,1,0,0,0,0,0,0,1,0,0
chr13,94192031,94192131,.,0,0,0,0,0,1,0,0,0,0
chr13,94297460,94297560,.,0,0,0,1,0,1,0,1,0,0
chr13,94472885,94472985,.,1,0,0,0,0,0,0,0,0,0
chr13,94551662,94551762,.,0,0,0,0,0,1,0,0,0,0
chr13,94706553,94706653,.,0,0,0,0,0,1,0,0,0,0
chr13,94762417,94762517,.,0,0,0,0,0,1,0,0,1,0
chr13,94766363,94766463,.,0,0,0,0,0,1,0,0,0,0
chr13,94785762,94785862,.,1,0,0,0,0,1,0,0,1,1
chr13,94913762,94913862,.,0,0,0,0,0,0,0,0,0,1
chr13,94976520,94976620,.,0,0,0,0,0,0,0,0,1,0
chr13,95128400,95128500,.,1,0,0,1,0,0,0,0,0,0
chr13,95201842,95201942,.,0,0,0,1,1,1,0,0,0,0
chr13,95749662,95749762,.,0,0,1,0,1,0,0,0,0,0
chr13,95753307,95753407,.,0,0,0,0,0,0,0,0,0,1
chr13,95854582,95854682,.,0,0,0,1,0,0,0,0,0,0
chr13,95877278,95877378,.,1,0,0,1,0,0,0,0,0,0
chr13,95879714,95879814,.,0,0,1,0,0,0,0,1,0,0
chr13,95889127,95889227,.,0,0,0,0,0,0,0,1,0,0
chr13,95926008,95926108,.,0,0,0,0,0,0,0,1,0,0
chr13,95926629,95926729,.,1,0,1,0,0,0,1,1,0,0
chr13,95931077,95931177,.,0,0,1,1,1,1,1,1,0,1
chr13,95932959,95933059,.,1,1,1,0,1,1,0,1,1,1
chr13,95938268,95938368,.,1,1,0,0,0,1,1,1,0,0
chr13,95948927,95949027,.,0,0,0,1,0,0,0,0,0,0
chr13,95951545,95951645,.,1,0,1,1,1,1,0,1,0,0
chr13,96164854,96164954,.,0,0,0,0,0,1,0,0,0,0
chr13,96262073,96262173,.,0,0,0,1,0,0,0,0,0,0
chr13,96284712,96284812,.,0,0,0,0,0,1,0,0,0,0
chr13,96332225,96332325,.,0,0,0,1,0,0,0,0,0,0
chr13,96350777,96350877,.,0,0,0,0,0,0,1,1,0,0
chr13,96376625,96376725,.,0,0,0,0,0,0,0,1,0,0
chr13,96424010,96424110,.,0,0,0,0,0,0,0,1,0,1
chr13,96427394,96427494,.,0,0,0,0,0,0,1,1,0,1
chr13,96488131,96488231,.,1,0,1,0,0,0,0,0,0,0
chr13,96499197,96499297,.,0,1,1,0,1,1,1,1,0,0
chr13,96517427,96517527,.,0,1,1,1,1,1,1,0,0,0
chr13,97143679,97143779,.,0,0,1,0,0,0,0,0,0,0
chr13,97188084,97188184,.,0,0,0,0,0,0,0,0,1,0
chr13,97263140,97263240,.,0,0,1,0,0,0,0,0,0,0
chr13,97302943,97303043,.,0,0,0,0,0,0,0,0,1,0
chr13,97877349,97877449,.,0,0,1,0,0,1,0,1,0,0
chr13,97879089,97879189,.,0,0,0,0,1,1,0,0,0,0
chr13,97908700,97908800,.,0,0,0,0,1,1,0,1,0,0
chr13,97912338,97912438,.,0,0,0,0,1,0,0,1,1,0
chr13,97914036,97914136,.,0,0,1,0,0,0,0,0,1,0
chr13,97991813,97991913,.,0,0,0,0,0,0,0,0,1,0
chr13,98082163,98082263,.,0,0,0,0,0,0,0,1,0,0
chr13,98599608,98599708,.,0,0,0,0,0,1,0,0,0,1
chr13,98921757,98921857,.,0,1,0,0,0,1,0,0,0,0
chr13,98924968,98925068,.,0,1,0,0,0,1,0,0,0,0
chr13,98926572,98926672,.,0,0,0,0,0,1,0,0,0,0
chr13,99068079,99068179,.,0,0,1,0,0,0,0,1,0,0
chr13,99121180,99121280,.,0,0,0,0,1,1,0,0,0,0
chr13,99123282,99123382,.,0,0,0,0,0,0,0,0,0,1
chr13,99128447,99128547,.,0,0,1,0,0,0,0,0,0,0
chr13,99128868,99128968,.,0,0,1,0,1,0,1,1,0,1
chr13,99130580,99130680,.,0,0,1,0,0,0,0,0,0,0
chr13,99135529,99135629,.,1,0,0,0,0,0,0,0,0,0
chr13,99161812,99161912,.,0,0,1,0,0,1,0,1,0,0
chr13,99169775,99169875,.,0,0,1,0,1,0,0,0,0,0
chr13,99223366,99223466,.,0,0,1,0,1,1,0,1,0,0
chr13,99278821,99278921,.,0,0,0,0,1,0,1,0,0,1
chr13,99302807,99302907,.,0,1,0,0,0,0,0,0,0,0
chr13,99403647,99403747,.,0,1,0,0,0,0,0,0,0,0
chr13,99473608,99473708,.,0,0,1,0,0,0,0,0,0,0
chr13,99562790,99562890,.,0,0,0,0,0,1,1,0,0,1
chr13,99644789,99644889,.,0,0,0,0,0,0,0,1,0,0
chr13,99647208,99647308,.,0,0,0,1,0,0,0,0,0,0
chr13,99655238,99655338,.,0,0,0,0,1,0,0,0,0,0
chr13,99698758,99698858,.,0,0,0,0,0,0,0,1,0,0
chr13,99737403,99737503,.,0,0,0,0,0,1,0,0,0,0
chr13,99867728,99867828,.,0,0,0,0,0,0,1,0,0,0
chr13,99874231,99874331,.,0,0,0,0,1,0,0,0,0,0
chr13,99922985,99923085,.,0,0,0,0,0,0,0,1,1,0
chr13,99929977,99930077,.,0,0,0,1,0,0,1,0,0,0
chr13,99932056,99932156,.,1,0,0,0,0,0,1,0,0,1
chr13,99934299,99934399,.,0,0,1,0,1,0,1,0,0,0
chr13,99934970,99935070,.,0,1,1,0,0,1,1,1,0,1
chr13,99935856,99935956,.,0,0,1,1,0,1,1,1,0,1
chr13,99950449,99950549,.,0,0,1,1,0,0,1,0,0,0
chr13,99953869,99953969,.,0,0,1,0,0,0,0,0,0,1
chr13,99955757,99955857,.,0,0,1,0,0,0,0,0,0,1
chr13,99956248,99956348,.,0,0,1,0,0,1,1,0,0,0
chr13,99956848,99956948,.,0,0,1,0,0,0,0,0,0,0
chr13,99957547,99957647,.,0,0,1,0,0,0,1,0,0,1
chr13,99957969,99958069,.,0,0,1,0,1,0,0,0,0,1
chr13,99962793,99962893,.,0,0,0,0,0,1,1,0,0,0
chr13,99963640,99963740,.,0,0,1,0,0,0,1,0,0,0
chr13,99974586,99974686,.,0,0,1,0,1,0,0,0,0,1
chr13,100008704,100008804,.,0,0,1,0,0,0,0,1,0,0
chr13,100010459,100010559,.,0,0,1,0,1,1,0,0,0,0
chr13,100013534,100013634,.,0,0,0,0,1,1,1,0,0,1
chr13,100024395,100024495,.,0,0,0,0,0,0,0,0,0,1
chr13,100027730,100027830,.,0,0,1,0,0,0,0,0,1,0
chr13,100028425,100028525,.,0,0,0,0,0,0,0,1,0,0
chr13,100033286,100033386,.,0,0,1,0,0,0,0,0,0,0
chr13,100072713,100072813,.,0,0,1,0,0,0,0,0,0,0
chr13,100078047,100078147,.,0,0,1,0,1,0,0,0,0,0
chr13,100085123,100085223,.,0,0,1,0,0,1,0,0,0,0
chr13,100086696,100086796,.,0,0,1,0,0,0,0,0,0,0
chr13,100154436,100154536,.,0,0,1,0,1,0,1,0,0,0
chr13,100278729,100278829,.,0,0,0,0,0,0,0,1,0,0
chr13,100311007,100311107,.,0,0,0,0,0,0,0,1,0,0
chr13,100312313,100312413,.,0,0,1,0,0,0,0,0,0,0
chr13,100314248,100314348,.,0,0,0,0,0,0,0,1,0,1
chr13,100340150,100340250,.,0,0,0,0,0,1,0,0,0,0
chr13,100399163,100399263,.,0,0,1,0,0,0,0,0,0,0
chr13,100523849,100523949,.,0,0,0,0,0,0,0,1,0,0
chr13,100608132,100608232,.,0,0,0,0,0,0,0,0,1,0
chr13,100620667,100620767,.,0,0,0,0,0,0,0,1,0,0
chr13,100630749,100630849,.,0,0,0,0,1,0,0,0,0,0
chr13,100631443,100631543,.,0,0,0,1,0,0,0,1,0,0
chr13,100642761,100642861,.,0,0,0,0,0,1,0,0,0,0
chr13,100643824,100643924,.,0,0,1,0,0,0,0,0,0,0
chr13,100644216,100644316,.,0,0,0,0,1,0,0,0,0,0
chr13,100738491,100738591,.,0,0,1,0,1,0,0,0,0,1
chr13,100760557,100760657,.,0,0,1,0,0,0,0,0,0,0
chr13,100886681,100886781,.,0,0,1,0,0,0,0,0,0,0
chr13,100928465,100928565,.,0,0,0,1,1,0,0,1,0,0
chr13,101041983,101042083,.,0,0,1,0,0,0,0,0,0,0
chr13,101046765,101046865,.,0,0,0,0,0,0,0,1,0,0
chr13,101075797,101075897,.,1,0,0,0,0,0,0,0,0,0
chr13,101158582,101158682,.,0,0,1,0,0,0,0,0,0,0
chr13,101202945,101203045,.,0,0,1,0,0,0,0,0,0,0
chr13,101253377,101253477,.,0,0,0,0,0,0,0,1,0,0
chr13,101477145,101477245,.,0,0,0,0,0,0,0,1,0,0
chr13,102143241,102143341,.,0,0,0,0,1,0,0,0,0,0
chr13,102236742,102236842,.,0,0,0,0,0,0,0,0,0,1
chr13,102341518,102341618,.,0,0,1,0,0,0,0,0,0,0
chr13,102377145,102377245,.,0,0,1,0,0,0,0,0,0,0
chr13,102403984,102404084,.,0,0,1,0,1,0,0,0,0,0
chr13,102404792,102404892,.,0,0,1,0,0,0,0,0,0,0
chr13,102965932,102966032,.,0,0,1,0,0,0,0,0,0,0
chr13,103012481,103012581,.,0,0,1,0,0,0,0,0,0,0
chr13,103245022,103245122,.,0,0,1,1,1,1,1,0,0,0
chr13,103250104,103250204,.,0,0,1,1,1,0,1,1,0,0
chr13,103250849,103250949,.,0,0,1,0,0,1,1,1,0,1
chr13,103344678,103344778,.,0,0,0,1,0,0,0,0,0,0
chr13,103752762,103752862,.,0,0,0,0,1,0,0,0,0,0
chr13,104371822,104371922,.,0,0,0,0,1,1,0,0,0,1
chr13,105274670,105274770,.,0,0,1,0,0,0,0,0,0,0
chr13,105475593,105475693,.,0,0,0,0,0,0,1,0,0,0
chr13,105791784,105791884,.,0,0,1,0,0,0,1,0,1,0
chr13,105792644,105792744,.,0,0,1,0,0,0,1,0,0,0
chr13,106232618,106232718,.,0,0,1,0,0,0,0,0,0,0
chr13,106751903,106752003,.,0,1,0,0,0,0,0,0,0,0
chr13,106752979,106753079,.,0,1,1,0,0,1,1,1,0,0
chr13,106810161,106810261,.,0,0,0,0,0,0,0,1,0,0
chr13,107001952,107002052,.,0,0,1,0,0,0,0,0,0,0
chr13,107070214,107070314,.,0,0,1,0,0,0,0,0,0,1
chr13,107078523,107078623,.,0,0,0,0,1,1,0,0,0,0
chr13,107124357,107124457,.,0,1,1,0,0,0,0,0,0,0
chr13,107127390,107127490,.,0,0,0,1,0,0,0,0,0,0
chr13,107160311,107160411,.,0,0,1,1,0,0,1,0,0,0
chr13,107170911,107171011,.,0,0,0,0,0,0,0,0,0,1
chr13,107173745,107173845,.,1,1,0,0,0,0,0,0,1,1
chr13,107182860,107182960,.,0,0,0,0,0,0,0,0,0,1
chr13,107186290,107186390,.,0,1,1,1,0,0,0,0,0,0
chr13,107188889,107188989,.,0,1,1,1,1,0,0,0,0,1
chr13,107222947,107223047,.,0,1,1,0,1,1,0,1,0,0
chr13,107225858,107225958,.,0,0,0,0,0,1,1,0,0,0
chr13,107448218,107448318,.,0,1,0,0,1,1,0,1,0,0
chr13,107569625,107569725,.,0,0,0,0,0,0,0,0,1,0
chr13,107624110,107624210,.,0,0,0,1,0,0,0,0,0,0
chr13,107673013,107673113,.,0,0,1,0,0,0,0,0,0,0
chr13,108153640,108153740,.,0,0,0,0,0,0,0,0,0,1
chr13,108238825,108238925,.,0,0,0,1,0,0,0,0,0,0
chr13,108311227,108311327,.,0,0,0,0,0,0,0,1,0,1
chr13,108407415,108407515,.,0,0,0,0,0,0,0,0,0,1
chr13,108503977,108504077,.,0,0,0,0,0,0,0,1,0,0
chr13,108520750,108520850,.,0,0,0,0,0,0,0,0,0,1
chr13,108521143,108521243,.,0,0,0,0,0,0,0,1,0,1
chr13,108918775,108918875,.,0,0,0,0,1,0,1,0,0,0
chr13,108919859,108919959,.,0,0,1,0,0,0,1,0,0,0
chr13,108978766,108978866,.,0,0,0,0,0,0,1,0,0,0
chr13,108987615,108987715,.,0,0,0,0,0,0,0,1,0,0
chr13,109115891,109115991,.,1,1,1,0,0,0,0,0,0,0
chr13,109329037,109329137,.,0,0,1,0,0,0,0,0,0,0
chr13,109568128,109568228,.,1,0,1,1,1,1,1,1,1,1
chr13,109572106,109572206,.,0,0,1,0,1,0,0,0,0,0
chr13,109576590,109576690,.,0,0,0,0,1,0,0,0,0,0
chr13,109597225,109597325,.,0,0,0,0,1,0,0,0,0,0
chr13,109807704,109807804,.,1,0,0,0,1,0,0,0,0,1
chr13,109808749,109808849,.,0,0,0,0,1,0,0,0,1,1
chr13,109818160,109818260,.,0,0,1,0,0,0,0,0,0,0
chr13,109847577,109847677,.,0,0,0,0,1,0,0,0,0,0
chr13,109852809,109852909,.,0,0,1,0,1,0,0,0,1,0
chr13,109895785,109895885,.,0,1,0,0,1,0,0,0,0,0
chr13,109909560,109909660,.,0,0,0,0,1,0,0,0,0,0
chr13,109922000,109922100,.,1,1,0,0,1,0,0,0,0,1
chr13,110037737,110037837,.,0,0,0,0,0,0,1,0,0,0
chr13,110039935,110040035,.,0,0,0,0,0,0,1,0,0,0
chr13,110042342,110042442,.,0,0,0,0,1,0,1,0,0,0
chr13,110055506,110055606,.,0,0,0,0,0,0,1,0,0,0
chr13,110064934,110065034,.,0,0,0,0,0,0,1,0,0,0
chr13,110132747,110132847,.,0,0,0,0,1,0,0,0,0,0
chr13,110138328,110138428,.,0,0,1,0,1,0,0,0,0,0
chr13,110147460,110147560,.,0,0,0,0,1,0,0,0,0,0
chr13,110181320,110181420,.,0,0,0,0,0,1,0,0,0,0
chr13,110274677,110274777,.,0,0,0,0,1,0,0,0,0,0
chr13,110299586,110299686,.,0,0,0,0,0,0,0,0,0,1
chr13,110306838,110306938,.,0,0,0,1,0,0,1,0,0,0
chr13,110322217,110322317,.,1,1,0,0,0,0,1,0,0,0
chr13,110352585,110352685,.,0,0,0,0,1,0,1,1,0,0
chr13,110359491,110359591,.,0,0,0,0,1,0,0,1,0,0
chr13,110401192,110401292,.,1,0,0,0,1,0,0,0,0,1
chr13,110427150,110427250,.,1,0,0,0,1,0,0,0,0,0
chr13,110439878,110439978,.,1,0,1,1,1,0,1,1,1,0
chr13,110441206,110441306,.,0,0,0,0,0,0,1,0,0,0
chr13,110443684,110443784,.,0,0,0,0,0,0,1,1,0,0
