chromosome,start,end,strand,A549,CACO2,GM12878,HEK293,HELAS3,HEPG2,HL60,K562,MCF7,PC3
chr12,121038736,121038836,.,0,0,0,0,0,0,1,0,0,0
chr12,121180004,121180104,.,0,0,0,1,0,1,0,0,0,0
chr12,121245648,121245748,.,0,0,1,0,0,0,0,0,1,0
chr12,121268588,121268688,.,0,0,1,0,1,0,0,1,1,0
chr12,121282733,121282833,.,1,0,1,0,1,1,0,1,0,1
chr12,121310907,121311007,.,1,1,0,0,1,0,0,1,0,1
chr12,121322304,121322404,.,1,0,1,1,1,1,0,1,1,1
chr12,121367156,121367256,.,0,1,0,0,0,1,0,0,0,0
chr12,121402740,121402840,.,1,0,0,0,0,1,0,0,0,0
chr12,121425547,121425647,.,0,1,0,0,0,1,0,0,0,0
chr12,121460870,121460970,.,0,0,1,0,0,0,0,0,0,0
chr12,121462523,121462623,.,0,0,0,0,0,0,0,0,0,1
chr12,121471861,121471961,.,0,0,0,0,1,0,0,0,0,0
chr12,121497464,121497564,.,0,0,0,0,0,0,1,0,0,0
chr12,121498109,121498209,.,0,0,0,0,1,1,0,0,0,0
chr12,121533859,121533959,.,0,0,0,0,1,0,0,0,0,0
chr12,121566189,121566289,.,0,0,0,0,0,1,0,0,0,0
chr12,121581742,121581842,.,0,0,1,0,1,0,0,0,0,0
chr12,121583368,121583468,.,0,0,0,0,0,0,1,0,0,0
chr12,121634793,121634893,.,0,0,0,0,0,0,1,1,0,0
chr12,121714934,121715034,.,1,0,1,1,0,0,1,0,0,1
chr12,121715334,121715434,.,0,0,0,0,0,0,0,0,0,1
chr12,121725159,121725259,.,0,0,0,0,1,0,0,0,0,0
chr12,121838843,121838943,.,0,0,1,1,1,1,1,1,0,0
chr12,121839238,121839338,.,1,0,1,1,1,1,1,1,0,1
chr12,121841487,121841587,.,0,0,1,0,1,1,1,0,0,0
chr12,121864274,121864374,.,0,1,1,1,1,1,1,1,1,0
chr12,121866079,121866179,.,1,1,1,0,1,1,0,1,1,0
chr12,121888437,121888537,.,0,0,1,0,1,1,0,1,0,1
chr12,121904346,121904446,.,0,0,1,0,0,0,1,0,0,1
chr12,121951715,121951815,.,0,0,1,0,1,1,0,1,0,0
chr12,121952191,121952291,.,0,0,1,0,0,0,0,0,0,0
chr12,121968536,121968636,.,0,0,1,0,0,0,1,0,0,0
chr12,121976595,121976695,.,0,1,1,1,1,1,0,1,0,0
chr12,121998366,121998466,.,0,0,1,0,0,0,0,0,0,1
chr12,122015086,122015186,.,0,0,1,0,0,0,0,0,0,0
chr12,122020150,122020250,.,1,1,1,1,1,1,1,1,0,1
chr12,122020724,122020824,.,0,1,1,0,0,1,0,1,0,1
chr12,122028696,122028796,.,0,1,1,1,1,1,1,1,0,1
chr12,122067773,122067873,.,1,1,1,1,1,1,1,0,0,1
chr12,122086560,122086660,.,0,1,1,0,1,0,1,0,0,0
chr12,122124900,122125000,.,0,0,1,1,1,1,1,1,0,1
chr12,122155153,122155253,.,0,0,0,0,1,0,1,1,0,0
chr12,122186914,122187014,.,0,0,0,0,0,1,0,0,0,0
chr12,122224332,122224432,.,0,0,0,0,1,0,0,0,0,1
chr12,122225115,122225215,.,0,0,1,0,1,1,0,0,0,0
chr12,122227501,122227601,.,0,0,1,0,1,0,1,0,0,0
chr12,122227999,122228099,.,1,0,1,0,1,1,1,0,0,0
chr12,122228524,122228624,.,0,0,1,0,0,0,0,0,0,0
chr12,122229980,122230080,.,0,0,1,0,1,1,0,0,0,0
chr12,122444623,122444723,.,1,0,0,0,0,0,0,0,0,1
chr12,122462236,122462336,.,1,0,1,1,1,1,1,0,0,1
chr12,122462546,122462646,.,0,1,0,1,1,0,0,1,0,1
chr12,122517656,122517756,.,1,0,0,0,1,0,0,0,0,0
chr12,122518458,122518558,.,0,0,0,0,1,0,1,0,0,0
chr12,122519945,122520045,.,0,0,1,0,0,1,0,1,0,1
chr12,122681601,122681701,.,0,0,0,0,0,0,0,1,0,0
chr12,122771764,122771864,.,0,0,0,0,0,0,1,0,0,0
chr12,122897465,122897565,.,0,0,1,0,1,0,0,0,0,1
chr12,122908213,122908313,.,1,1,1,1,1,1,1,1,1,1
chr12,123131409,123131509,.,0,0,1,0,0,0,0,0,0,0
chr12,123216884,123216984,.,0,0,1,0,0,1,1,0,0,0
chr12,123320924,123321024,.,0,0,1,0,1,1,0,0,1,1
chr12,123363016,123363116,.,0,0,1,0,0,1,0,1,0,1
chr12,123367632,123367732,.,0,0,0,0,0,0,0,0,1,0
chr12,123377879,123377979,.,0,0,1,0,0,0,0,0,0,1
chr12,123383226,123383326,.,0,0,1,0,0,0,0,0,0,0
chr12,123528166,123528266,.,0,0,0,0,0,0,0,0,1,0
chr12,123583357,123583457,.,0,0,0,0,1,0,0,0,0,0
chr12,123606104,123606204,.,0,0,0,0,0,0,0,1,0,0
chr12,123616694,123616794,.,0,0,0,1,0,0,0,0,0,0
chr12,123625866,123625966,.,0,0,0,0,0,1,0,0,0,0
chr12,123627680,123627780,.,0,0,0,0,1,1,0,1,0,0
chr12,123636245,123636345,.,0,0,0,0,1,0,0,0,1,0
chr12,123763005,123763105,.,0,0,1,0,0,0,0,0,0,0
chr12,123872356,123872456,.,0,0,0,0,0,0,0,1,0,0
chr12,123917119,123917219,.,0,0,1,0,0,0,0,0,0,0
chr12,123917529,123917629,.,0,0,1,0,0,0,1,0,0,0
chr12,123919570,123919670,.,0,0,0,0,0,0,0,0,1,0
chr12,123926274,123926374,.,0,0,1,0,0,0,0,0,0,0
chr12,123930675,123930775,.,0,0,1,0,1,0,1,0,0,1
chr12,123964141,123964241,.,0,0,0,0,0,0,0,0,0,1
chr12,124009795,124009895,.,1,0,0,0,1,0,0,1,0,0
chr12,124108146,124108246,.,0,0,0,1,1,0,0,1,0,0
chr12,124198952,124199052,.,0,0,1,0,1,0,0,1,0,1
chr12,124486189,124486289,.,0,0,1,0,1,1,0,0,1,0
chr12,124511417,124511517,.,0,0,0,0,0,0,0,1,0,0
chr12,124717110,124717210,.,0,0,1,0,0,0,0,0,0,0
chr12,124718046,124718146,.,0,1,0,0,0,0,0,0,0,0
chr12,124823137,124823237,.,0,0,0,0,1,1,1,1,0,0
chr12,124864865,124864965,.,0,0,0,0,0,0,0,0,0,1
chr12,124866488,124866588,.,0,0,0,0,1,0,0,0,0,1
chr12,124875486,124875586,.,1,0,1,0,0,0,1,0,0,1
chr12,124875969,124876069,.,0,0,0,0,0,0,1,0,0,0
chr12,124907747,124907847,.,1,0,0,1,1,1,0,1,0,1
chr12,124916369,124916469,.,0,0,0,0,0,1,1,0,0,0
chr12,124938203,124938303,.,0,0,1,1,0,0,0,0,0,0
chr12,124942653,124942753,.,0,0,0,0,1,1,0,0,0,0
chr12,124951647,124951747,.,0,0,1,0,1,1,0,0,0,1
chr12,124961773,124961873,.,0,0,0,0,0,0,0,0,1,0
chr12,124963521,124963621,.,0,0,0,0,0,0,0,0,0,1
chr12,124978595,124978695,.,0,0,1,0,0,0,0,0,0,0
chr12,124991173,124991273,.,0,0,1,0,0,0,0,0,0,0
chr12,125003676,125003776,.,1,0,0,0,1,1,0,0,1,1
chr12,125026283,125026383,.,0,0,1,0,1,1,0,0,0,0
chr12,125027845,125027945,.,0,1,1,0,1,0,0,1,0,0
chr12,125029013,125029113,.,0,0,1,0,0,1,0,0,0,0
chr12,125030170,125030270,.,0,0,1,0,0,0,0,0,0,0
chr12,125030784,125030884,.,0,0,1,0,1,0,0,0,0,0
chr12,125038485,125038585,.,0,0,0,0,0,0,0,0,0,1
chr12,125049130,125049230,.,0,0,1,1,0,0,0,0,0,0
chr12,125050633,125050733,.,0,0,0,0,0,0,0,1,0,1
chr12,125051065,125051165,.,1,1,1,0,1,1,1,1,1,1
chr12,125052885,125052985,.,0,0,1,0,1,1,0,0,0,0
chr12,125066622,125066722,.,0,0,0,1,0,0,0,0,0,0
chr12,125110572,125110672,.,0,0,0,0,1,0,0,0,0,0
chr12,125110981,125111081,.,0,0,0,0,1,0,0,0,0,0
chr12,125117315,125117415,.,0,1,0,0,1,0,0,0,1,0
chr12,125117987,125118087,.,0,1,0,0,1,0,0,0,0,0
chr12,125149306,125149406,.,0,1,0,0,1,0,0,0,0,0
chr12,125166047,125166147,.,0,0,0,0,1,1,0,0,0,1
chr12,125166716,125166816,.,0,0,0,0,1,0,0,0,0,0
chr12,125169601,125169701,.,0,0,1,0,1,0,0,0,0,1
chr12,125171720,125171820,.,0,0,0,0,0,0,0,0,0,1
chr12,125179587,125179687,.,0,0,0,0,1,0,0,0,0,0
chr12,125185893,125185993,.,0,0,0,0,1,0,0,0,0,0
chr12,125188541,125188641,.,0,0,0,0,1,0,0,0,0,0
chr12,125197777,125197877,.,0,0,0,0,1,0,0,0,0,0
chr12,125198353,125198453,.,0,0,1,0,0,0,0,0,0,0
chr12,125204891,125204991,.,0,0,0,0,1,0,0,0,0,0
chr12,125211997,125212097,.,0,0,0,0,0,0,0,0,0,1
chr12,125221745,125221845,.,0,0,0,0,0,1,0,0,0,0
chr12,125224670,125224770,.,0,0,0,1,0,0,0,0,0,0
chr12,125229357,125229457,.,0,0,1,0,0,1,0,1,0,0
chr12,125230767,125230867,.,0,0,1,0,0,1,0,0,0,0
chr12,125232059,125232159,.,0,0,1,0,0,0,0,0,0,0
chr12,125239730,125239830,.,0,0,1,0,0,0,0,0,0,0
chr12,125256511,125256611,.,0,0,1,0,0,0,0,0,0,0
chr12,125258776,125258876,.,0,0,1,0,0,0,0,0,0,0
chr12,125259408,125259508,.,0,0,1,0,0,0,0,0,0,0
chr12,125288625,125288725,.,0,1,1,0,1,1,0,0,0,1
chr12,125331375,125331475,.,1,0,1,0,1,1,0,0,1,1
chr12,125332350,125332450,.,0,0,1,0,1,1,1,0,0,1
chr12,125346155,125346255,.,1,0,1,0,1,1,0,1,0,0
chr12,125347648,125347748,.,0,1,1,0,1,1,0,1,0,0
chr12,125353655,125353755,.,0,0,0,0,0,0,0,1,0,0
chr12,125369378,125369478,.,0,0,0,0,0,1,0,0,1,0
chr12,125389300,125389400,.,1,1,1,0,1,1,0,1,0,0
chr12,125395272,125395372,.,0,0,1,0,1,0,0,1,0,0
chr12,125400998,125401098,.,1,1,1,0,1,1,0,1,0,0
chr12,125403699,125403799,.,1,0,1,0,1,1,0,0,0,0
chr12,125404683,125404783,.,0,0,1,0,1,0,0,0,0,0
chr12,125405730,125405830,.,0,0,1,0,0,1,0,0,0,0
chr12,125412422,125412522,.,0,0,1,1,1,0,0,0,0,0
chr12,125423218,125423318,.,0,0,1,1,0,1,0,0,0,0
chr12,125424322,125424422,.,0,1,1,1,1,1,0,1,0,1
chr12,125425296,125425396,.,0,1,1,0,1,1,0,1,1,1
chr12,125479953,125480053,.,0,0,1,0,1,0,1,0,0,0
chr12,125534241,125534341,.,0,0,1,0,0,0,0,1,0,0
chr12,125550873,125550973,.,0,1,1,0,1,1,0,0,1,1
chr12,125564957,125565057,.,0,0,0,0,1,1,0,0,0,0
chr12,125577802,125577902,.,0,0,0,0,0,1,0,0,0,0
chr12,125582125,125582225,.,0,0,0,0,1,0,0,0,1,0
chr12,125765504,125765604,.,0,0,0,0,0,0,0,1,0,0
chr12,126780618,126780718,.,0,0,0,0,0,0,1,0,0,0
chr12,127243859,127243959,.,0,0,0,0,0,0,1,0,0,0
chr12,127254791,127254891,.,0,0,1,0,0,0,0,0,0,0
chr12,127564080,127564180,.,0,0,0,0,0,0,0,1,0,0
chr12,127567996,127568096,.,0,0,1,0,1,1,0,1,0,1
chr12,127610590,127610690,.,0,0,1,0,1,0,0,1,0,1
chr12,127632063,127632163,.,0,0,0,0,0,0,0,1,0,0
chr12,127645848,127645948,.,0,0,0,0,0,0,0,1,0,0
chr12,127745193,127745293,.,0,0,0,0,0,0,0,0,0,1
chr12,127910161,127910261,.,0,0,0,0,1,0,0,0,0,0
chr12,128055137,128055237,.,0,0,0,0,0,0,1,0,0,0
chr12,128823976,128824076,.,0,0,0,0,0,1,0,0,0,0
chr12,128873317,128873417,.,0,0,1,0,0,0,0,0,0,0
chr12,129291921,129292021,.,0,0,0,0,0,1,0,0,0,0
chr12,129296434,129296534,.,0,0,1,0,0,0,0,0,0,0
chr12,129302209,129302309,.,0,0,1,1,0,0,0,1,0,0
chr12,129305510,129305610,.,0,0,1,0,1,0,0,0,0,0
chr12,129306740,129306840,.,0,0,1,0,0,1,1,0,0,0
chr12,129314488,129314588,.,0,0,1,0,0,0,0,0,0,0
chr12,129325599,129325699,.,0,0,1,1,0,0,0,0,0,0
chr12,129336891,129336991,.,0,0,1,0,0,0,0,0,0,0
chr12,129341083,129341183,.,0,0,1,0,0,0,0,0,0,0
chr12,129342096,129342196,.,0,0,1,0,0,0,0,0,0,0
chr12,129415377,129415477,.,0,0,1,0,1,0,0,0,0,0
chr12,129725743,129725843,.,0,0,0,1,0,0,0,0,0,0
chr12,129871600,129871700,.,0,0,0,0,1,0,0,0,0,0
chr12,130604148,130604248,.,0,0,0,1,0,0,0,0,0,0
chr12,130610655,130610755,.,0,0,0,0,1,0,0,0,0,0
chr12,130624770,130624870,.,1,0,0,0,1,0,0,0,0,0
chr12,130824777,130824877,.,0,0,0,1,0,0,0,0,0,0
chr12,130923977,130924077,.,0,0,1,0,0,0,1,0,1,0
chr12,130947905,130948005,.,0,0,0,0,1,0,0,0,0,0
chr12,131058910,131059010,.,0,0,0,0,0,0,0,1,0,0
chr12,131111888,131111988,.,0,0,1,0,0,0,0,0,0,0
chr12,131250132,131250232,.,1,0,0,0,0,0,0,0,0,0
chr12,131261200,131261300,.,0,0,0,0,0,1,1,0,0,0
chr12,131272684,131272784,.,0,0,0,0,1,0,0,0,0,0
chr12,131338220,131338320,.,0,0,0,0,0,0,0,1,0,0
chr12,131401517,131401617,.,0,0,1,0,0,0,0,1,0,0
chr12,131405418,131405518,.,0,0,0,0,1,0,0,0,0,0
chr12,131510888,131510988,.,0,0,0,0,1,0,0,0,0,0
chr12,131513218,131513318,.,0,1,0,0,0,0,0,0,0,0
chr12,131559217,131559317,.,0,0,1,0,0,0,0,0,0,0
chr12,131576993,131577093,.,0,0,1,0,0,0,0,0,0,0
chr12,131577805,131577905,.,0,0,1,0,0,0,0,1,0,0
chr12,131703005,131703105,.,0,0,1,0,1,0,1,0,0,0
chr12,131703482,131703582,.,0,0,1,0,0,0,0,0,0,0
chr12,131706338,131706438,.,0,0,1,0,1,0,0,0,0,0
chr12,131707485,131707585,.,0,0,1,0,1,0,0,0,1,0
chr12,131714307,131714407,.,0,0,0,0,0,0,0,1,1,0
chr12,131731046,131731146,.,0,0,0,0,0,0,0,0,1,0
chr12,131941446,131941546,.,0,0,1,0,0,0,0,0,1,0
chr12,132014413,132014513,.,0,0,0,0,0,0,0,1,0,0
chr12,132203403,132203503,.,0,0,1,0,1,0,0,1,0,0
chr12,132221729,132221829,.,1,1,0,0,1,0,0,1,1,1
chr12,132232611,132232711,.,0,0,0,1,1,1,0,1,0,1
chr12,132264996,132265096,.,0,1,0,1,0,1,0,1,1,0
chr12,132293602,132293702,.,0,0,1,0,0,0,0,0,0,0
chr12,132315088,132315188,.,1,1,0,0,1,0,0,0,1,1
chr12,132315854,132315954,.,0,0,0,0,0,0,0,0,1,1
chr12,132345488,132345588,.,1,1,1,0,1,1,0,0,1,0
chr12,132349130,132349230,.,0,0,0,0,1,1,0,0,1,0
chr12,132356880,132356980,.,0,0,1,0,1,0,0,0,1,1
chr12,132368248,132368348,.,0,0,0,0,1,0,0,0,1,0
chr12,132558911,132559011,.,0,0,1,1,0,1,1,1,1,1
chr12,132647292,132647392,.,1,0,0,0,0,0,0,0,1,0
chr12,132861243,132861343,.,0,0,0,0,1,0,0,0,0,1
chr12,132903976,132904076,.,0,0,0,0,1,1,0,0,0,0
chr12,132904454,132904554,.,0,0,0,0,1,0,0,0,0,0
chr12,132970112,132970212,.,1,0,0,1,1,0,0,1,0,0
chr12,132970778,132970878,.,0,0,0,0,1,0,0,0,0,0
chr12,133022195,133022295,.,1,0,0,1,0,0,1,1,0,1
chr12,133030136,133030236,.,0,0,0,0,1,0,0,0,0,0
chr12,133053018,133053118,.,0,0,0,0,0,0,0,0,1,0
chr12,133065277,133065377,.,0,0,0,0,0,0,1,1,0,0
chr12,133068236,133068336,.,0,0,1,0,0,0,0,0,0,0
chr12,133069288,133069388,.,0,0,1,0,1,0,0,0,0,0
chr12,133081903,133082003,.,0,0,1,0,0,0,0,0,0,0
chr12,133179066,133179166,.,0,0,0,0,0,1,0,0,0,0
chr12,133528134,133528234,.,0,0,1,0,0,1,0,1,0,1
chr12,133602788,133602888,.,0,0,0,0,1,0,0,0,0,0
chr12,133688498,133688598,.,0,0,0,0,1,1,0,0,0,0
chr12,133701278,133701378,.,0,0,0,0,1,0,1,0,1,0
chr13,20137928,20138028,.,0,0,0,0,1,1,0,0,0,1
chr13,20271472,20271572,.,0,0,0,0,0,1,0,1,0,1
chr13,20419997,20420097,.,0,1,0,1,0,0,0,0,1,1
chr13,20546182,20546282,.,0,0,0,0,1,0,0,1,0,1
chr13,20555632,20555732,.,0,0,0,1,1,1,0,0,0,1
chr13,20624056,20624156,.,0,0,1,0,0,1,0,1,0,0
chr13,20644321,20644421,.,1,0,1,1,1,1,1,1,1,1
chr13,20693017,20693117,.,0,0,0,0,0,0,0,1,0,0
chr13,20693424,20693524,.,0,0,0,0,0,0,1,1,1,1
chr13,20694778,20694878,.,0,0,0,1,0,1,1,0,1,1
chr13,20701963,20702063,.,0,0,1,0,0,1,1,0,0,1
chr13,20704559,20704659,.,0,0,0,0,0,0,1,0,0,0
chr13,20711303,20711403,.,0,0,1,1,0,0,0,0,0,0
chr13,20735720,20735820,.,0,0,1,0,0,0,0,0,0,0
chr13,20745096,20745196,.,0,0,0,0,1,0,0,0,0,0
chr13,20749246,20749346,.,0,0,0,0,1,0,0,0,0,0
chr13,20986465,20986565,.,0,0,0,1,0,1,0,1,0,0
chr13,20994075,20994175,.,0,0,0,0,0,0,0,0,0,1
chr13,21015933,21016033,.,0,0,0,0,0,0,0,0,0,1
chr13,21050072,21050172,.,0,0,1,0,0,0,0,0,0,0
chr13,21102786,21102886,.,0,0,1,0,0,0,0,0,0,0
chr13,21127562,21127662,.,0,0,0,0,0,1,0,0,0,0
chr13,21241560,21241660,.,0,0,1,0,0,1,0,0,0,1
chr13,21398957,21399057,.,0,0,0,0,0,1,0,1,0,1
chr13,21400331,21400431,.,0,0,1,1,1,1,1,0,0,0
chr13,21405888,21405988,.,0,0,0,0,1,0,0,0,0,0
chr13,21607407,21607507,.,1,1,1,0,1,1,1,1,1,1
chr13,21632559,21632659,.,0,0,0,0,1,0,0,0,0,0
chr13,21649699,21649799,.,0,0,1,0,0,0,0,0,0,0
chr13,21749003,21749103,.,0,0,1,0,1,1,0,1,0,1
chr13,21893668,21893768,.,0,0,1,0,0,0,1,0,1,0
chr13,22000572,22000672,.,0,0,1,0,1,0,0,0,0,0
chr13,22107303,22107403,.,0,0,1,0,0,1,0,0,0,0
chr13,22111462,22111562,.,1,0,0,0,0,1,0,1,1,1
chr13,22135489,22135589,.,0,0,1,0,1,1,0,0,0,0
chr13,22243474,22243574,.,0,0,1,1,0,0,0,0,0,0
chr13,22249450,22249550,.,0,0,0,1,0,0,0,0,0,0
chr13,22250054,22250154,.,0,0,1,0,0,0,0,0,0,0
chr13,22583755,22583855,.,0,0,1,1,1,0,1,1,0,0
chr13,22635684,22635784,.,0,0,1,0,0,0,0,0,0,0
chr13,22636348,22636448,.,0,0,1,0,0,0,0,0,0,0
chr13,22688900,22689000,.,0,0,1,0,0,0,0,0,0,0
chr13,23458692,23458792,.,0,0,1,0,0,0,0,0,0,0
chr13,23471426,23471526,.,0,0,0,1,1,0,0,0,0,0
chr13,23485903,23486003,.,0,0,1,0,0,0,0,0,0,0
chr13,23500575,23500675,.,0,0,0,0,0,0,0,1,1,0
chr13,23539463,23539563,.,0,0,1,0,0,0,0,0,1,0
chr13,23553302,23553402,.,0,0,0,0,0,0,0,0,1,0
chr13,23733929,23734029,.,0,0,0,1,0,0,0,0,1,0
chr13,23735263,23735363,.,0,0,0,0,0,0,0,0,1,0
chr13,23815487,23815587,.,0,0,0,0,0,0,0,0,1,0
chr13,23896045,23896145,.,0,0,0,0,0,0,0,0,0,1
chr13,23973590,23973690,.,0,1,0,0,0,1,0,0,0,0
chr13,24062764,24062864,.,0,0,0,0,0,0,0,0,1,0
chr13,24131622,24131722,.,0,1,0,1,0,1,0,0,0,0
chr13,24133289,24133389,.,0,0,1,0,1,1,1,0,0,1
chr13,24148387,24148487,.,0,0,0,0,0,1,0,0,0,0
chr13,24289181,24289281,.,0,1,0,1,1,1,0,1,1,1
chr13,24290091,24290191,.,0,0,0,0,0,1,0,1,1,0
chr13,24365805,24365905,.,0,0,1,0,0,0,0,1,1,1
chr13,24423038,24423138,.,0,0,1,0,0,0,0,0,0,0
chr13,24440549,24440649,.,0,0,0,0,0,0,1,0,1,1
chr13,24528444,24528544,.,0,1,1,1,0,1,0,1,1,1
chr13,24543658,24543758,.,0,0,0,0,0,0,0,0,0,1
chr13,24613282,24613382,.,0,0,1,0,0,0,0,0,0,0
chr13,24697115,24697215,.,0,0,0,0,1,1,1,1,0,0
chr13,24701395,24701495,.,0,0,0,0,0,0,0,0,1,0
chr13,24723075,24723175,.,0,0,0,0,1,1,0,0,1,1
chr13,24736758,24736858,.,0,0,0,0,0,0,0,0,1,0
chr13,24835855,24835955,.,0,0,0,0,0,0,0,0,0,1
chr13,24841586,24841686,.,0,0,1,0,0,0,0,0,0,0
chr13,24845858,24845958,.,0,0,1,0,0,0,0,0,0,0
chr13,24848849,24848949,.,0,0,1,0,0,0,0,0,0,0
chr13,24854072,24854172,.,0,0,0,0,1,0,0,0,0,1
chr13,25082450,25082550,.,0,0,0,1,0,0,0,0,0,1
chr13,25485398,25485498,.,1,0,0,0,1,0,0,0,0,0
chr13,25621552,25621652,.,0,0,0,1,0,0,0,0,0,0
chr13,25691534,25691634,.,0,0,0,0,0,0,0,0,1,0
chr13,25856404,25856504,.,0,0,1,0,0,1,0,0,0,0
chr13,25859420,25859520,.,0,0,1,0,0,1,1,0,0,1
chr13,25880649,25880749,.,0,0,1,0,1,0,0,1,0,1
chr13,25886545,25886645,.,1,0,1,0,0,1,1,0,0,1
chr13,26265732,26265832,.,0,0,0,1,0,0,0,0,1,0
chr13,26475942,26476042,.,0,0,0,1,0,0,0,0,0,0
chr13,26551605,26551705,.,0,0,0,0,0,0,0,0,0,1
chr13,26760644,26760744,.,0,0,1,1,1,1,1,0,0,0
chr13,26948432,26948532,.,0,0,1,0,0,0,0,0,0,1
chr13,27142247,27142347,.,0,0,0,0,0,1,0,0,0,0
chr13,27166126,27166226,.,0,0,0,1,0,1,1,0,0,1
chr13,27198736,27198836,.,0,0,0,0,0,1,0,0,0,0
chr13,27551897,27551997,.,0,0,0,1,0,0,0,0,0,0
chr13,27557298,27557398,.,0,1,0,0,1,1,1,1,0,1
chr13,27608836,27608936,.,0,1,0,0,0,0,0,0,0,1
chr13,27706740,27706840,.,0,0,1,0,0,0,0,1,1,1
chr13,27728938,27729038,.,0,0,1,1,0,0,0,0,0,1
chr13,27734667,27734767,.,0,0,1,0,0,0,0,0,0,1
chr13,27808161,27808261,.,0,0,0,0,1,0,1,0,0,1
chr13,27843155,27843255,.,0,1,0,0,0,0,0,0,0,0
chr13,27957652,27957752,.,1,0,0,0,0,1,0,0,0,0
chr13,28005550,28005650,.,0,1,1,0,0,0,0,0,0,0
chr13,28006247,28006347,.,0,1,1,1,0,1,1,0,0,0
chr13,28010635,28010735,.,0,0,0,0,1,1,0,0,0,0
chr13,28025377,28025477,.,1,1,0,1,1,1,0,0,0,1
chr13,28167173,28167273,.,0,0,0,0,1,1,0,0,0,0
chr13,28387325,28387425,.,0,0,0,0,0,0,1,0,0,0
chr13,28530717,28530817,.,0,1,0,0,0,0,0,0,0,0
chr13,28534991,28535091,.,0,1,0,0,0,1,0,0,0,0
chr13,28540398,28540498,.,0,1,0,0,0,0,0,0,0,1
chr13,28554982,28555082,.,0,1,0,0,0,0,0,0,0,0
chr13,28590165,28590265,.,0,0,0,0,0,0,1,0,0,0
chr13,28611687,28611787,.,0,0,1,0,0,0,0,0,0,0
chr13,28621953,28622053,.,0,0,1,0,0,0,0,0,0,0
chr13,28725447,28725547,.,0,0,1,0,1,0,1,0,0,0
chr13,28762727,28762827,.,0,0,1,0,0,0,1,0,0,0
chr13,28787220,28787320,.,0,0,0,0,0,1,1,0,0,0
chr13,28873143,28873243,.,0,0,1,1,0,0,0,0,0,1
chr13,28932336,28932436,.,0,0,1,0,0,0,0,0,0,0
chr13,28968616,28968716,.,0,0,0,1,0,0,0,0,0,0
chr13,28982744,28982844,.,0,0,1,0,0,0,0,0,0,0
chr13,28997310,28997410,.,0,0,1,0,0,0,1,0,0,0
chr13,29024808,29024908,.,0,0,0,1,0,0,0,0,0,0
chr13,29067438,29067538,.,0,0,0,1,0,0,0,0,0,0
chr13,29098175,29098275,.,1,0,0,0,0,0,0,0,0,0
chr13,29106281,29106381,.,0,0,1,0,0,0,0,0,0,1
chr13,29106984,29107084,.,0,0,0,0,0,0,0,1,0,0
chr13,29114865,29114965,.,0,0,1,0,0,0,0,1,0,0
chr13,29148971,29149071,.,0,0,1,0,0,0,1,1,0,1
chr13,29156882,29156982,.,0,0,1,0,0,0,0,1,0,0
chr13,29232257,29232357,.,0,0,1,1,0,0,0,1,0,0
chr13,29290847,29290947,.,0,0,1,0,1,0,0,0,0,0
chr13,29291234,29291334,.,0,0,0,0,0,1,0,0,0,0
chr13,29327773,29327873,.,1,1,0,0,1,0,1,0,0,1
chr13,29328891,29328991,.,0,0,1,0,0,0,0,0,0,0
chr13,30333088,30333188,.,0,0,1,0,0,0,0,0,1,1
chr13,30408031,30408131,.,1,0,0,0,1,1,1,0,0,0
chr13,30415614,30415714,.,0,1,0,0,1,0,0,0,1,0
chr13,30460354,30460454,.,0,0,1,0,0,0,0,0,0,0
chr13,30486105,30486205,.,1,0,0,0,0,0,0,0,1,0
chr13,30717114,30717214,.,0,0,0,0,1,0,0,0,0,0
chr13,30722266,30722366,.,0,0,1,0,0,0,0,0,0,0
chr13,30808976,30809076,.,0,0,1,0,0,0,0,0,0,0
chr13,30812441,30812541,.,0,0,0,1,0,1,1,0,0,0
chr13,30867613,30867713,.,0,0,1,0,0,0,0,0,0,0
chr13,30879753,30879853,.,0,0,0,0,0,1,0,1,0,0
chr13,30963561,30963661,.,0,1,0,0,0,0,1,0,0,0
chr13,30969018,30969118,.,0,0,1,0,0,1,1,0,0,0
chr13,30969700,30969800,.,0,1,1,0,1,1,1,0,0,0
chr13,30982624,30982724,.,1,1,1,1,1,1,1,0,0,0
chr13,31004568,31004668,.,0,0,1,1,0,0,0,0,0,0
chr13,31151542,31151642,.,0,0,0,0,0,1,0,0,0,0
chr13,31264564,31264664,.,0,0,0,0,0,0,1,0,0,0
chr13,31289074,31289174,.,0,0,0,0,0,0,1,0,0,0
chr13,31308813,31308913,.,0,0,1,0,0,0,0,0,0,0
chr13,31312777,31312877,.,0,0,1,0,0,0,0,0,0,0
chr13,31314387,31314487,.,0,0,1,0,0,0,0,0,0,0
chr13,31363743,31363843,.,0,0,1,0,0,0,0,0,0,0
chr13,31370347,31370447,.,0,0,1,0,0,0,0,0,0,0
chr13,31371427,31371527,.,0,0,1,0,0,0,0,0,0,0
chr13,31407217,31407317,.,0,0,0,0,0,1,0,0,0,0
chr13,31422206,31422306,.,0,0,1,0,0,0,0,0,0,0
chr13,31444773,31444873,.,0,0,0,0,0,0,0,1,1,0
chr13,31483701,31483801,.,1,1,1,0,1,0,0,0,0,1
chr13,31565389,31565489,.,0,0,0,0,0,0,1,0,0,0
