chromosome,start,end,strand,A549,CACO2,GM12878,H1,H9,HEK293,HELAS3,HEPG2,HL60,JURKAT,K562,MCF7,PC3
chr11,14563892,14564392,.,1,0,0,0,0,0,1,0,0,1,1,0,0
chr11,14564762,14565262,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr11,14599956,14600456,.,0,0,0,0,0,0,1,1,0,0,0,0,0
chr11,14635693,14636193,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr11,14785757,14786257,.,0,1,0,1,0,0,1,0,0,1,0,0,0
chr11,14874154,14874654,.,1,0,0,1,1,0,1,1,0,1,1,0,1
chr11,14910348,14910848,.,0,0,0,0,1,0,1,1,1,0,1,0,0
chr11,14916537,14917037,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr11,15179083,15179583,.,0,0,0,0,0,0,0,0,1,0,0,0,0
chr11,15218958,15219458,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr11,15500095,15500595,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr11,15600124,15600624,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr11,15987058,15987558,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,16073645,16074145,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr11,16392837,16393337,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr11,16402713,16403213,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr11,16457388,16457888,.,0,0,0,1,0,1,0,0,0,0,0,0,0
chr11,16574685,16575185,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr11,16625880,16626380,.,0,0,0,0,0,1,0,0,0,0,1,0,0
chr11,16762258,16762758,.,0,0,1,0,0,0,1,0,0,0,1,0,0
chr11,16819333,16819833,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,16893172,16893672,.,0,1,0,0,0,0,0,1,0,1,0,0,0
chr11,16923566,16924066,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,16924554,16925054,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,16927287,16927787,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,16945396,16945896,.,0,1,1,1,0,1,1,0,0,0,0,0,1
chr11,17008602,17009102,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr11,17036631,17037131,.,0,0,1,1,1,0,0,1,0,0,0,1,0
chr11,17099779,17100279,.,0,0,1,1,1,0,1,1,0,0,0,0,0
chr11,17164266,17164766,.,0,1,0,1,0,1,0,1,0,1,1,0,1
chr11,17183853,17184353,.,0,0,1,0,0,0,1,0,0,0,0,0,0
chr11,17230552,17231052,.,0,0,1,1,1,1,1,1,0,0,0,0,1
chr11,17307127,17307627,.,1,0,0,1,0,0,1,0,0,1,0,1,0
chr11,17374718,17375218,.,0,0,1,1,1,1,1,1,1,1,1,0,0
chr11,17878503,17879003,.,0,0,1,0,0,0,0,0,0,0,1,0,1
chr11,18122692,18123192,.,0,0,1,0,0,0,0,0,0,1,0,0,0
chr11,18215986,18216486,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr11,18404827,18405327,.,1,0,1,1,0,0,1,1,0,0,0,0,0
chr11,18405213,18405713,.,0,0,1,0,0,0,1,1,1,1,1,0,1
chr11,18426219,18426719,.,0,1,1,0,0,1,1,1,0,0,1,0,0
chr11,18444410,18444910,.,0,0,0,0,0,0,0,0,0,1,1,0,0
chr11,18545983,18546483,.,0,0,1,0,0,0,1,1,0,1,0,1,1
chr11,18646903,18647403,.,1,0,0,0,0,0,0,0,0,0,0,0,0
chr11,18649794,18650294,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,19205134,19205634,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr11,19440545,19441045,.,0,1,0,0,0,0,0,0,0,0,0,0,0
chr11,19454041,19454541,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,19599384,19599884,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr11,19649821,19650321,.,0,0,1,1,0,1,1,0,0,0,0,0,0
chr11,19681657,19682157,.,0,0,1,0,0,0,0,0,0,0,0,0,1
chr11,19701567,19702067,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,19717241,19717741,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,19736875,19737375,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr11,19748439,19748939,.,0,1,0,0,1,0,0,0,0,1,0,0,1
chr11,19957129,19957629,.,0,0,1,1,1,0,1,0,0,0,0,0,1
chr11,19968415,19968915,.,0,0,0,0,0,0,1,0,0,0,0,1,0
chr11,20016519,20017019,.,1,1,0,0,0,0,1,1,0,0,0,1,0
chr11,20024210,20024710,.,0,1,0,0,0,0,0,1,0,0,0,0,0
chr11,20041415,20041915,.,0,0,0,0,1,0,0,1,0,0,0,0,0
chr11,20046835,20047335,.,0,1,0,1,0,0,0,1,0,0,0,0,0
chr11,20053153,20053653,.,0,0,0,0,0,0,0,1,0,0,0,1,1
chr11,20072002,20072502,.,0,0,1,1,0,0,0,0,0,0,0,0,0
chr11,20134033,20134533,.,0,0,0,0,0,0,1,0,1,0,1,0,0
chr11,20618342,20618842,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,21637239,21637739,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr11,21657293,21657793,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,21930654,21931154,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr11,22362012,22362512,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr11,22698592,22699092,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,22702102,22702602,.,0,1,1,0,0,0,0,0,0,0,0,0,0
chr11,22724484,22724984,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,22774464,22774964,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr11,22814004,22814504,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr11,23079583,23080083,.,1,0,1,1,0,0,0,0,0,0,0,0,0
chr11,23142543,23143043,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,23657911,23658411,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr11,26003544,26004044,.,0,0,0,0,0,1,1,0,0,0,0,0,0
chr11,26146123,26146623,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr11,26610582,26611082,.,0,0,0,0,0,0,0,0,0,0,0,1,0
chr11,26863289,26863789,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr11,26969035,26969535,.,0,0,0,1,0,0,0,0,0,0,1,0,0
chr11,27023361,27023861,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,27140307,27140807,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr11,27217405,27217905,.,0,0,0,0,0,0,0,0,1,0,1,0,0
chr11,27231007,27231507,.,0,0,1,0,1,1,0,0,0,0,0,0,0
chr11,27234843,27235343,.,0,0,1,0,1,0,0,0,0,0,0,0,0
chr11,27255760,27256260,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,27350357,27350857,.,0,0,1,0,1,0,1,1,0,0,0,0,0
chr11,27380314,27380814,.,0,0,0,0,0,0,0,1,1,0,0,0,0
chr11,27418962,27419462,.,0,0,0,0,1,0,1,1,0,0,1,0,1
chr11,27451778,27452278,.,0,0,0,0,1,0,0,1,0,0,0,0,0
chr11,27481569,27482069,.,0,0,0,1,0,0,0,1,1,1,0,0,0
chr11,27636199,27636699,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr11,27657182,27657682,.,0,0,1,1,0,0,0,0,0,0,0,0,0
chr11,27682923,27683423,.,0,0,1,0,1,0,0,0,0,0,0,0,0
chr11,27693737,27694237,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr11,27724887,27725387,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,27739841,27740341,.,1,1,1,1,1,1,1,0,0,0,0,0,1
chr11,27740318,27740818,.,0,0,0,1,1,0,1,0,0,0,0,0,0
chr11,27939910,27940410,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,27955669,27956169,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,27956276,27956776,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,28063231,28063731,.,1,1,1,1,1,1,1,1,0,1,1,0,0
chr11,28128690,28129190,.,0,0,1,1,1,1,1,1,1,0,1,1,0
chr11,28132443,28132943,.,1,0,1,0,0,0,1,1,1,0,1,0,0
chr11,28588159,28588659,.,0,0,0,0,0,1,1,0,0,0,1,0,0
chr11,28764578,28765078,.,0,0,0,0,0,1,1,0,0,0,0,0,0
chr11,28776074,28776574,.,0,0,0,0,0,1,0,0,0,0,0,0,1
chr11,28778450,28778950,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr11,28792662,28793162,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,28795298,28795798,.,0,0,0,1,1,0,0,0,0,0,0,0,1
chr11,28831366,28831866,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr11,28853402,28853902,.,0,0,0,0,0,0,1,0,0,1,0,0,1
chr11,28855121,28855621,.,0,0,0,0,1,0,1,0,0,0,0,0,1
chr11,28857740,28858240,.,0,0,0,0,0,0,1,1,0,0,0,0,0
chr11,28864446,28864946,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr11,29141455,29141955,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,29214402,29214902,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr11,29301986,29302486,.,0,0,1,0,0,0,0,1,0,0,0,0,1
chr11,29321872,29322372,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,29323904,29324404,.,0,0,0,0,0,1,0,0,0,0,0,0,1
chr11,29332185,29332685,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr11,29349343,29349843,.,0,0,0,0,0,0,0,0,0,0,0,1,0
chr11,29974724,29975224,.,0,0,0,0,0,0,0,0,1,0,0,0,1
chr11,30127475,30127975,.,1,0,0,0,1,0,0,0,0,0,0,0,0
chr11,30144708,30145208,.,0,0,0,0,0,1,0,0,1,0,0,0,0
chr11,30494368,30494868,.,0,0,0,1,1,1,0,0,0,0,0,0,0
chr11,30509875,30510375,.,0,0,0,0,0,1,0,0,0,1,0,0,0
chr11,31317234,31317734,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr11,31450548,31451048,.,0,0,0,0,0,0,0,1,1,1,1,0,0
chr11,31489090,31489590,.,0,0,0,1,0,0,1,0,0,0,1,0,1
chr11,31629876,31630376,.,0,0,1,0,0,0,1,1,0,0,0,1,0
chr11,31693398,31693898,.,0,0,1,1,1,0,1,0,0,0,0,1,0
chr11,31835383,31835883,.,0,0,0,0,0,0,0,1,1,0,0,0,1
chr11,31838540,31839040,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr11,31946525,31947025,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr11,32055545,32056045,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr11,32109100,32109600,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr11,32109778,32110278,.,0,0,1,0,0,1,1,0,0,0,0,0,0
chr11,32442360,32442860,.,0,0,1,0,0,0,0,0,1,0,1,0,0
chr11,32551694,32552194,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,32728517,32729017,.,1,0,1,0,0,0,1,0,0,0,0,0,0
chr11,32913202,32913702,.,0,0,1,1,1,1,1,1,0,0,1,0,0
chr11,32915662,32916162,.,1,1,1,1,1,1,1,1,1,1,1,1,1
chr11,33012634,33013134,.,0,0,0,0,0,0,0,0,0,1,1,0,0
chr11,33096613,33097113,.,0,0,1,1,1,0,1,0,0,0,0,0,1
chr11,33146359,33146859,.,0,0,1,1,0,0,1,0,0,1,1,0,1
chr11,33181707,33182207,.,0,0,1,1,1,0,1,1,0,0,1,0,1
chr11,33200778,33201278,.,0,0,0,0,1,0,1,0,0,0,0,0,0
chr11,33209735,33210235,.,0,0,0,0,1,0,0,0,0,1,0,0,0
chr11,33312846,33313346,.,0,0,0,0,0,0,1,0,1,0,1,0,0
chr11,33342323,33342823,.,1,0,0,0,1,0,1,0,0,0,0,0,1
chr11,33393945,33394445,.,0,0,0,1,0,0,0,0,0,0,0,0,1
chr11,33426799,33427299,.,0,0,0,0,0,0,0,0,0,1,0,0,1
chr11,33468216,33468716,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr11,33708745,33709245,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr11,33711751,33712251,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr11,33713668,33714168,.,0,0,0,0,1,0,1,0,0,0,0,0,1
chr11,33723425,33723925,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr11,33742986,33743486,.,0,0,1,0,0,0,1,0,0,0,0,0,1
chr11,33777927,33778427,.,0,0,0,0,0,0,1,0,0,0,0,0,1
chr11,33889030,33889530,.,0,0,0,0,0,1,0,0,1,0,1,0,0
chr11,33898547,33899047,.,0,0,0,0,0,0,0,0,1,0,1,0,0
chr11,33914476,33914976,.,0,0,0,0,0,0,0,0,1,0,1,0,0
chr11,33933765,33934265,.,0,0,1,0,0,0,0,0,1,0,0,0,0
chr11,33958792,33959292,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr11,33964430,33964930,.,0,0,1,1,1,0,0,0,0,0,1,0,0
chr11,34084040,34084540,.,0,0,1,0,0,0,1,0,0,1,1,0,0
chr11,34125269,34125769,.,0,0,1,0,1,1,0,0,0,0,1,0,1
chr11,34183258,34183758,.,0,0,1,0,1,0,0,1,1,0,0,1,1
chr11,34187217,34187717,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr11,34229922,34230422,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr11,34235330,34235830,.,0,0,1,0,0,0,0,0,0,1,0,0,0
chr11,34236366,34236866,.,0,0,1,0,0,0,0,0,0,0,0,0,1
chr11,34255488,34255988,.,0,0,1,1,1,1,0,0,0,0,0,0,0
chr11,34265148,34265648,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,34272495,34272995,.,0,0,1,0,1,0,1,0,0,0,1,1,0
chr11,34322086,34322586,.,0,0,0,0,1,0,0,1,0,0,0,0,0
chr11,34331532,34332032,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr11,34355995,34356495,.,0,0,0,1,0,0,1,0,0,0,0,0,0
chr11,34386006,34386506,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr11,34392938,34393438,.,0,0,0,0,0,1,1,1,1,0,0,0,1
chr11,34426499,34426999,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,34621722,34622222,.,0,1,0,0,0,0,0,1,0,0,1,0,0
chr11,34622181,34622681,.,1,1,0,0,0,0,1,1,0,0,0,0,0
chr11,34661199,34661699,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,34675413,34675913,.,1,0,0,0,0,0,0,1,0,0,0,0,0
chr11,34676304,34676804,.,0,1,0,0,0,0,1,1,1,0,0,0,1
chr11,34706859,34707359,.,0,0,0,0,0,0,1,0,0,0,0,0,1
chr11,34847218,34847718,.,0,0,0,1,0,0,0,1,0,0,0,0,0
chr11,34919803,34920303,.,0,0,0,0,0,0,1,0,0,0,1,0,1
chr11,34931577,34932077,.,0,1,1,1,1,1,1,1,0,1,1,0,0
chr11,35028256,35028756,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,35029207,35029707,.,0,0,1,0,0,0,1,1,0,1,0,0,1
chr11,35051444,35051944,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr11,35052242,35052742,.,0,0,1,0,0,0,1,0,0,0,1,0,1
chr11,35052858,35053358,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr11,35053342,35053842,.,0,0,0,0,0,0,1,0,0,0,0,0,1
chr11,35057468,35057968,.,0,0,1,0,0,0,0,0,1,0,1,0,0
chr11,35058193,35058693,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr11,35059929,35060429,.,0,0,0,0,0,0,0,0,1,1,0,0,0
chr11,35061620,35062120,.,0,0,1,0,0,0,0,0,1,0,1,0,0
chr11,35068783,35069283,.,0,0,0,0,0,0,0,0,1,0,1,0,0
chr11,35073636,35074136,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,35077759,35078259,.,0,0,0,0,1,0,0,0,0,0,0,0,1
chr11,35079445,35079945,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr11,35087476,35087976,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,35088576,35089076,.,0,0,1,0,0,0,0,0,0,1,0,0,0
chr11,35094315,35094815,.,0,0,0,0,0,0,0,0,1,0,0,0,0
chr11,35099132,35099632,.,0,0,1,0,0,0,1,0,0,0,0,0,0
chr11,35104079,35104579,.,0,0,1,1,0,0,1,0,1,0,1,0,1
chr11,35109294,35109794,.,0,0,1,0,0,0,1,0,1,0,0,0,0
chr11,35132542,35133042,.,0,0,0,0,0,0,0,0,1,0,0,0,0
chr11,35147955,35148455,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,35165543,35166043,.,0,0,1,0,0,0,0,0,0,0,0,0,1
chr11,35180417,35180917,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,35186768,35187268,.,1,0,1,0,0,0,0,0,0,0,0,0,0
chr11,35187488,35187988,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,35188169,35188669,.,1,0,0,0,0,0,0,0,0,0,0,0,1
chr11,35204799,35205299,.,1,0,0,0,0,0,1,0,0,0,0,0,0
chr11,35249418,35249918,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,35258209,35258709,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr11,35294143,35294643,.,0,0,0,1,0,0,0,1,0,0,0,0,0
chr11,35296464,35296964,.,0,0,0,0,0,0,1,1,0,0,0,0,0
chr11,35297922,35298422,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,35325438,35325938,.,0,0,0,0,0,0,0,1,1,0,0,0,0
chr11,35329687,35330187,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr11,35334769,35335269,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,35345513,35346013,.,0,0,0,0,0,0,0,0,1,0,0,0,0
chr11,35352345,35352845,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,35355787,35356287,.,0,0,1,0,0,1,0,0,0,0,0,0,0
chr11,35358640,35359140,.,0,0,0,0,0,0,1,1,0,0,0,0,0
chr11,35366734,35367234,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,35370796,35371296,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr11,35379860,35380360,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr11,35395378,35395878,.,0,0,0,0,1,0,0,0,1,0,0,0,1
chr11,35402094,35402594,.,0,0,0,0,0,0,0,0,0,0,0,1,0
chr11,35575333,35575833,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,35643569,35644069,.,0,0,0,0,0,1,0,0,0,0,0,0,1
chr11,35704379,35704879,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr11,35880708,35881208,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,35940845,35941345,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr11,35966277,35966777,.,0,0,0,0,1,0,0,1,0,0,0,0,0
chr11,35986714,35987214,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr11,36052280,36052780,.,0,0,0,1,0,1,0,0,0,0,0,1,0
chr11,36132523,36133023,.,0,0,1,1,0,0,0,0,0,0,0,1,1
chr11,36171179,36171679,.,1,0,1,1,0,0,0,0,0,0,0,0,1
chr11,36173375,36173875,.,0,0,0,0,0,1,0,0,0,0,0,1,0
chr11,36211599,36212099,.,0,0,0,0,1,0,0,0,1,0,0,0,0
chr11,36304686,36305186,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr11,36331114,36331614,.,0,0,0,0,1,0,0,0,1,0,0,0,0
chr11,36408973,36409473,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,36412524,36413024,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr11,36442353,36442853,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,36521861,36522361,.,1,0,1,1,0,1,1,1,0,0,1,0,0
chr11,36530632,36531132,.,0,0,1,1,0,0,0,1,0,0,1,0,0
chr11,36590549,36591049,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr11,36593455,36593955,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,36617973,36618473,.,0,0,0,0,0,1,0,0,1,0,0,0,0
chr11,36705342,36705842,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr11,38210273,38210773,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,39183183,39183683,.,0,0,0,1,0,0,0,0,0,0,1,0,0
chr11,40223563,40224063,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr11,40302482,40302982,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr11,40756289,40756789,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr11,40869027,40869527,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr11,41450320,41450820,.,0,0,1,1,0,0,0,0,0,0,0,0,0
chr11,42725721,42726221,.,0,0,0,0,0,0,0,0,0,0,0,1,0
chr11,43167204,43167704,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,43360124,43360624,.,0,1,1,1,0,1,0,0,1,1,0,1,1
chr11,43473685,43474185,.,0,0,1,0,0,0,0,0,0,0,0,0,1
chr11,43569470,43569970,.,0,0,0,1,1,0,1,0,0,0,0,0,0
chr11,43579225,43579725,.,0,0,0,1,0,1,0,0,0,0,0,0,0
chr11,43597009,43597509,.,0,1,0,0,0,0,0,0,0,0,0,0,0
chr11,43757370,43757870,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,43760492,43760992,.,0,1,0,0,1,0,0,0,0,0,0,0,0
chr11,43773246,43773746,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr11,43779113,43779613,.,0,0,1,0,1,1,0,1,0,1,0,0,1
chr11,43955251,43955751,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr11,44032268,44032768,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr11,44123251,44123751,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr11,44221541,44222041,.,0,0,0,0,0,0,0,1,0,1,0,0,0
chr11,44239816,44240316,.,1,0,1,0,0,0,1,1,1,0,1,0,0
chr11,44305940,44306440,.,0,0,0,0,1,0,0,0,0,0,0,0,1
chr11,44326903,44327403,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,44359085,44359585,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr11,44547410,44547910,.,0,0,0,1,0,0,1,0,0,0,0,0,0
chr11,44581063,44581563,.,0,0,1,1,0,0,0,0,0,0,0,0,0
chr11,44590637,44591137,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,44592069,44592569,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,44596085,44596585,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,44596667,44597167,.,0,0,1,0,0,0,0,0,0,1,0,0,0
chr11,44613084,44613584,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr11,44613537,44614037,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,44614063,44614563,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr11,44633365,44633865,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr11,44749356,44749856,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr11,44882656,44883156,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr11,44883837,44884337,.,0,1,1,1,1,0,0,0,0,0,1,1,0
chr11,44884790,44885290,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr11,44941897,44942397,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr11,44963032,44963532,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr11,44987466,44987966,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr11,45000469,45000969,.,0,0,0,0,0,1,0,0,0,0,0,1,1
chr11,45029527,45030027,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,45067428,45067928,.,0,0,0,0,0,0,1,0,0,0,0,0,1
chr11,45101702,45102202,.,0,0,0,0,0,0,0,0,1,0,0,0,0
chr11,45107551,45108051,.,0,0,0,0,1,0,0,0,0,1,0,0,0
chr11,45110822,45111322,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr11,45121991,45122491,.,0,0,0,0,0,1,0,0,0,0,0,0,1
chr11,45201965,45202465,.,1,1,0,1,1,1,1,1,0,0,0,0,1
chr11,45254921,45255421,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,45396143,45396643,.,0,0,0,1,0,0,0,0,0,1,0,0,0
chr11,45407329,45407829,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr11,45680121,45680621,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr11,45864575,45865075,.,0,0,1,1,0,0,0,1,0,0,0,1,1
chr11,46004461,46004961,.,1,0,0,1,1,0,0,0,0,0,0,1,0
chr11,46015228,46015728,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr11,46022894,46023394,.,0,0,0,1,1,0,1,0,0,0,0,0,0
chr11,46058955,46059455,.,0,0,1,0,0,0,1,1,0,0,1,0,0
chr11,46076957,46077457,.,0,0,0,1,0,0,1,0,0,0,1,0,0
chr11,46085332,46085832,.,0,0,1,0,0,0,0,0,0,0,0,0,1
chr11,46090780,46091280,.,0,0,1,0,0,0,0,1,0,0,0,0,0
chr11,46094539,46095039,.,0,1,0,1,0,1,0,0,0,1,0,0,1
chr11,46135253,46135753,.,0,0,1,0,0,0,1,1,0,0,0,0,1
chr11,46143677,46144177,.,0,0,1,1,1,1,1,1,0,0,1,0,0
chr11,46258614,46259114,.,1,0,0,1,1,1,1,0,1,0,1,1,1
chr11,46264758,46265258,.,0,1,1,1,1,1,1,1,1,0,1,1,1
chr11,46270095,46270595,.,0,0,0,1,1,0,1,0,0,0,1,0,0
chr11,46275663,46276163,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr11,46312072,46312572,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr11,46357430,46357930,.,0,0,1,0,0,0,0,0,1,1,0,0,0
chr11,46378851,46379351,.,0,0,0,0,0,0,0,0,1,0,0,0,0
chr11,46385034,46385534,.,0,0,1,0,0,0,1,0,0,0,0,0,1
chr11,46410885,46411385,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr11,46412507,46413007,.,0,0,0,1,0,0,1,0,0,0,0,0,0
chr11,46444580,46445080,.,0,0,0,0,1,0,1,0,0,0,0,0,0
chr11,46465708,46466208,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr11,46497016,46497516,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr11,46534464,46534964,.,0,0,0,0,0,0,0,0,0,0,0,1,0
chr11,46538607,46539107,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr11,46619057,46619557,.,1,1,1,0,0,1,1,1,0,0,0,1,1
chr11,46706484,46706984,.,0,0,1,0,0,0,0,0,0,0,0,1,1
chr11,46753053,46753553,.,0,0,0,0,0,0,0,1,0,1,0,0,0
chr11,46938599,46939099,.,0,0,0,0,1,0,0,1,0,0,0,0,0
chr11,46963683,46964183,.,0,0,0,0,1,0,1,0,0,0,0,0,0
chr11,47100209,47100709,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr11,47107953,47108453,.,0,0,0,0,0,0,1,0,0,1,0,0,0
